ranker,season,player,pos,age,age_group,team,g,gs,mp_per_g,fp_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,ast_tov_ratio,efficiency
1,1999-2000,Tariq Abdul-Wahad,SG,25,23-26,TOT,61,56,25.9,4.5,10.6,0.424,0.0,0.4,0.13,4.4,10.2,0.435,0.426,2.4,3.2,0.756,1.7,3.1,4.8,1.6,1.0,0.5,1.7,2.4,11.4,0.94,8.3
1,1999-2000,Tariq Abdul-Wahad,SG,25,23-26,ORL,46,46,26.2,4.8,11.2,0.433,0.0,0.5,0.095,4.8,10.7,0.447,0.435,2.5,3.3,0.762,1.7,3.5,5.2,1.6,1.2,0.3,1.9,2.5,12.2,0.84,8.9
1,1999-2000,Tariq Abdul-Wahad,SG,25,23-26,DEN,15,10,24.9,3.4,8.7,0.389,0.1,0.1,0.5,3.3,8.6,0.388,0.393,2.1,2.8,0.738,1.6,1.9,3.5,1.7,0.4,0.8,1.3,2.1,8.9,1.31,5.9
2,1999-2000,Shareef Abdur-Rahim,SF,23,23-26,VAN,82,82,39.3,7.2,15.6,0.465,0.4,1.2,0.302,6.9,14.4,0.478,0.477,5.4,6.7,0.809,2.7,7.4,10.1,3.3,1.1,1.1,3.0,3.0,20.3,1.1,20.2
3,1999-2000,Cory Alexander,PG,26,23-26,DEN,29,2,11.3,1.0,3.4,0.286,0.3,1.2,0.257,0.7,2.2,0.302,0.332,0.6,0.8,0.773,0.3,1.2,1.4,2.0,0.8,0.1,1.0,1.3,2.8,2.0,2.2
4,1999-2000,Ray Allen,SG,24,23-26,MIL,82,82,37.4,7.8,17.2,0.455,2.1,5.0,0.423,5.7,12.2,0.468,0.516,4.3,4.9,0.887,1.0,3.4,4.4,3.8,1.3,0.2,2.2,2.3,22.1,1.73,17.3
5,1999-2000,Rafer Alston,PG,23,23-26,MIL,27,0,13.4,1.0,3.5,0.284,0.1,0.5,0.214,0.9,3.0,0.296,0.3,0.1,0.1,0.75,0.2,0.7,0.9,2.6,0.4,0.0,1.1,1.1,2.2,2.36,1.4
6,1999-2000,John Amaechi,C,29,27-30,ORL,80,53,21.1,3.8,8.8,0.437,0.0,0.1,0.167,3.8,8.7,0.439,0.438,2.8,3.6,0.766,0.8,2.6,3.3,1.2,0.4,0.5,1.7,2.0,10.5,0.71,6.4
7,1999-2000,Derek Anderson,SG,25,23-26,LAC,64,58,34.4,5.9,13.4,0.438,0.9,2.8,0.309,5.0,10.7,0.472,0.47,4.2,4.8,0.877,1.3,2.8,4.0,3.4,1.4,0.2,2.6,2.3,16.9,1.31,12.9
8,1999-2000,Kenny Anderson,PG,29,27-30,BOS,82,82,31.6,5.3,12.0,0.44,1.0,2.7,0.386,4.3,9.3,0.456,0.483,2.4,3.1,0.775,0.7,2.1,2.7,5.1,1.7,0.1,1.6,2.8,14.0,3.19,11.8
9,1999-2000,Nick Anderson,SG,32,31-34,SAC,72,72,29.1,4.3,10.9,0.391,1.8,5.5,0.332,2.4,5.3,0.452,0.476,0.5,1.1,0.487,1.2,3.6,4.7,1.7,1.3,0.2,1.3,1.6,10.8,1.31,8.6
10,1999-2000,Shandon Anderson,SF,26,23-26,HOU,82,82,32.9,4.5,9.5,0.473,1.0,2.7,0.351,3.5,6.7,0.523,0.524,2.4,3.1,0.767,1.1,3.6,4.7,2.9,1.2,0.4,2.4,2.2,12.3,1.21,11.2
11,1999-2000,Chris Anstey,C,25,23-26,CHI,73,11,13.8,2.2,5.0,0.442,0.0,0.1,0.167,2.2,4.9,0.447,0.444,1.6,2.0,0.789,1.2,2.6,3.8,0.9,0.4,0.3,1.1,2.5,6.0,0.82,4.6
