ranker,season,player,pos,age,age_group,team,g,gs,mp_per_g,fp_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,ast_tov_ratio,efficiency
1,1971-1972,Zaid Abdul-Aziz,C,25,23-26,SEA,58,,30.7,5.6,12.9,0.429,,,0.0,5.6,12.9,0.429,0.429,2.7,3.7,0.72,,,11.3,2.1,,,,3.1,13.8,-1.0,15.8
2,1971-1972,Kareem Abdul-Jabbar,C,24,23-26,MIL,81,,44.2,14.3,24.9,0.574,,,0.0,14.3,24.9,0.574,0.574,6.2,9.0,0.689,,,16.6,4.6,,,,2.9,34.8,-1.0,39.7
3,1971-1972,Don Adams,SF,24,23-26,TOT,73,,28.4,4.3,10.9,0.392,,,0.0,4.3,10.9,0.392,0.392,2.8,3.8,0.745,,,6.9,1.9,,,,3.6,11.4,-1.0,9.0
3,1971-1972,Don Adams,SF,24,23-26,HOU,3,,13.7,2.0,6.3,0.316,,,0.0,2.0,6.3,0.316,0.316,0.3,0.7,0.5,,,2.7,1.0,,,,2.3,4.3,-1.0,1.0
3,1971-1972,Don Adams,SF,24,23-26,ATL,70,,29.0,4.4,11.1,0.394,,,0.0,4.4,11.1,0.394,0.394,2.9,3.9,0.747,,,7.1,2.0,,,,3.7,11.7,-1.0,9.4
4,1971-1972,Rick Adelman,PG,25,23-26,POR,80,,30.6,4.1,9.4,0.437,,,0.0,4.1,9.4,0.437,0.437,1.9,2.5,0.751,,,2.9,5.2,,,,2.6,10.1,-1.0,9.7
5,1971-1972,Lucius Allen,PG,24,23-26,MIL,80,,29.0,5.5,10.9,0.505,,,0.0,5.5,10.9,0.505,0.505,2.5,3.2,0.764,,,3.2,4.2,,,,2.7,13.5,-1.0,12.1
6,1971-1972,Odis Allison,SF,22,18-22,GSW,36,,4.6,0.5,2.2,0.218,,,0.0,0.5,2.2,0.218,0.218,0.9,1.7,0.541,,,1.3,0.3,,,,0.9,1.9,-1.0,0.1
7,1971-1972,Tiny Archibald,PG,23,23-26,CIN,76,,43.1,9.7,19.9,0.486,,,0.0,9.7,19.9,0.486,0.486,8.9,10.8,0.822,,,2.9,9.2,,,,2.6,28.2,-1.0,25.6
8,1971-1972,Dennis Awtrey,C,23,23-26,PHI,58,7.0,13.7,1.7,3.8,0.441,,,0.0,1.7,3.8,0.441,0.441,0.8,1.3,0.645,,,4.3,0.9,,,,2.4,4.2,-1.0,4.4
