ranker,season,player,pos,age,age_group,team,g,gs,mp_per_g,fp_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,ast_tov_ratio,efficiency
1,1970-1971,Zaid Abdul-Aziz,C,24,23-26,SEA,61,,20.9,4.3,9.8,0.441,,,0.0,4.3,9.8,0.441,0.441,2.3,3.1,0.739,,,7.7,0.7,,,,1.9,10.9,-1.0,11.1
2,1970-1971,Kareem Abdul-Jabbar,C,23,23-26,MIL,82,,40.1,13.0,22.5,0.577,,,0.0,13.0,22.5,0.577,0.577,5.7,8.3,0.69,,,16.0,3.3,,,,3.2,31.7,-1.0,35.7
3,1970-1971,Don Adams,SF,23,23-26,SDR,82,,29.0,4.8,11.7,0.409,,,0.0,4.8,11.7,0.409,0.409,1.9,2.6,0.731,,,7.1,2.1,,,,4.2,11.4,-1.0,8.8
4,1970-1971,Rick Adelman,PG,24,23-26,POR,81,,28.4,4.7,11.0,0.422,,,0.0,4.7,11.0,0.422,0.422,3.3,4.6,0.724,,,3.5,4.7,,,,2.6,12.6,-1.0,10.6
5,1970-1971,Lucius Allen,PG,23,23-26,MIL,61,,19.0,2.9,6.5,0.447,,,0.0,2.9,6.5,0.447,0.447,1.3,1.8,0.7,,,2.5,2.6,,,,1.8,7.1,-1.0,6.3
6,1970-1971,Cliff Anderson,SG,26,23-26,TOT,28,,7.1,0.7,2.3,0.308,,,0.0,0.7,2.3,0.308,0.308,1.6,2.4,0.687,,,1.7,0.7,,,,1.0,3.1,-1.0,2.1
6,1970-1971,Cliff Anderson,SG,26,23-26,CLE,23,,7.4,0.8,2.6,0.322,,,0.0,0.8,2.6,0.322,0.322,1.8,2.6,0.683,,,1.6,0.7,,,,1.0,3.4,-1.0,2.1
6,1970-1971,Cliff Anderson,SG,26,23-26,PHI,5,0.0,5.4,0.2,1.2,0.167,,,0.0,0.2,1.2,0.167,0.167,1.0,1.4,0.714,,,2.2,0.8,,,,1.4,1.4,-1.0,1.6
7,1970-1971,Tiny Archibald,PG,22,18-22,CIN,82,,35.0,5.9,13.4,0.444,,,0.0,5.9,13.4,0.444,0.444,4.1,5.4,0.757,,,3.0,5.5,,,,2.7,16.0,-1.0,13.0
8,1970-1971,Bob Arnzen,SF,23,23-26,CIN,55,,10.8,2.3,5.0,0.462,,,0.0,2.3,5.0,0.462,0.462,0.8,0.9,0.865,,,2.8,0.4,,,,1.0,5.5,-1.0,4.9
9,1970-1971,Al Attles,PG,34,31-34,SFW,34,,9.4,0.6,1.6,0.407,,,0.0,0.6,1.6,0.407,0.407,0.7,1.2,0.585,,,1.2,1.7,,,,1.7,2.0,-1.0,1.7
10,1970-1971,Dennis Awtrey,C,22,18-22,PHI,70,38.0,18.5,2.9,6.0,0.475,,,0.0,2.9,6.0,0.475,0.475,1.5,2.2,0.662,,,6.1,1.3,,,,3.0,7.2,-1.0,7.8
11,1970-1971,Jim Barnes,PF,29,27-30,BAL,11,,9.1,1.4,2.5,0.536,,,0.0,1.4,2.5,0.536,0.536,0.6,1.0,0.636,,,1.5,0.7,,,,2.1,3.4,-1.0,2.0
