ranker,season,player,pos,age,age_group,team,g,gs,mp_per_g,fp_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,ast_tov_ratio,efficiency
1,2007-2008,Shareef Abdur-Rahim,PF,31,31-34,SAC,6,0,8.5,0.5,2.3,0.214,0.0,0.0,0.0,0.5,2.3,0.214,0.214,0.7,0.7,1.0,1.0,0.7,1.7,0.7,0.2,0.0,0.2,1.5,1.7,3.5,0.8
2,2007-2008,Arron Afflalo,SG,22,18-22,DET,75,9,12.9,1.3,3.2,0.411,0.1,0.6,0.208,1.2,2.6,0.461,0.432,0.9,1.2,0.782,0.5,1.3,1.8,0.7,0.4,0.1,0.5,1.1,3.7,1.4,2.9
3,2007-2008,Maurice Ager,SG,23,23-26,TOT,26,3,6.3,0.8,2.5,0.323,0.1,0.7,0.158,0.7,1.8,0.391,0.346,0.2,0.5,0.5,0.2,0.3,0.5,0.3,0.0,0.0,0.2,0.7,2.0,1.5,-0.1
3,2007-2008,Maurice Ager,SG,23,23-26,DAL,12,3,6.4,0.4,2.3,0.185,0.0,0.7,0.0,0.4,1.6,0.263,0.185,0.4,0.5,0.833,0.1,0.3,0.3,0.3,0.0,0.1,0.3,0.9,1.3,1.0,-1.2
3,2007-2008,Maurice Ager,SG,23,23-26,NJN,14,0,6.3,1.1,2.7,0.421,0.2,0.8,0.273,0.9,1.9,0.481,0.461,0.1,0.4,0.167,0.2,0.4,0.6,0.3,0.0,0.0,0.2,0.4,2.6,1.5,1.0
4,2007-2008,Blake Ahearn,PG,23,23-26,MIA,12,0,14.8,1.3,4.8,0.263,0.8,2.8,0.294,0.4,1.9,0.217,0.351,2.5,2.6,0.968,0.1,1.5,1.6,1.6,0.5,0.0,1.3,1.7,5.8,1.23,2.9
5,2007-2008,LaMarcus Aldridge,PF,22,18-22,POR,76,76,34.9,7.4,15.3,0.484,0.0,0.1,0.143,7.4,15.2,0.486,0.484,3.0,3.9,0.762,2.9,4.7,7.6,1.6,0.7,1.2,1.7,3.2,17.8,0.94,15.2
6,2007-2008,Malik Allen,PF,29,27-30,TOT,73,16,15.0,2.2,4.5,0.48,0.0,0.0,0.5,2.1,4.5,0.48,0.482,0.3,0.3,0.92,0.9,1.8,2.7,0.6,0.3,0.4,0.6,2.0,4.6,1.0,3.7
6,2007-2008,Malik Allen,PF,29,27-30,NJN,48,12,15.9,2.6,5.4,0.475,0.0,0.0,0.5,2.6,5.4,0.475,0.477,0.3,0.3,0.923,0.9,1.8,2.7,0.6,0.3,0.4,0.7,1.9,5.4,0.86,4.0
6,2007-2008,Malik Allen,PF,29,27-30,DAL,25,4,13.3,1.3,2.6,0.5,0.0,0.0,0.0,1.3,2.6,0.5,0.5,0.4,0.5,0.917,1.0,1.8,2.7,0.6,0.2,0.4,0.5,2.4,3.1,1.2,2.7
7,2007-2008,Ray Allen,SG,32,31-34,BOS,73,73,35.9,6.0,13.5,0.445,2.5,6.2,0.398,3.5,7.3,0.485,0.537,2.9,3.2,0.907,1.0,2.6,3.7,3.1,0.9,0.2,1.7,2.0,17.4,1.82,13.8
8,2007-2008,Tony Allen,SG,26,23-26,BOS,75,11,18.3,2.3,5.2,0.434,0.2,0.8,0.316,2.0,4.4,0.455,0.458,1.8,2.4,0.762,0.5,1.8,2.2,1.5,0.8,0.3,1.5,2.2,6.6,1.0,4.2
9,2007-2008,Lance Allred,C,26,23-26,CLE,3,0,3.3,0.3,1.3,0.25,0.0,0.0,0.0,0.3,1.3,0.25,0.25,0.3,0.7,0.5,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,1.0,-1.0,-0.4
10,2007-2008,Morris Almond,SG,22,18-22,UTA,9,0,4.3,0.4,1.7,0.267,0.1,0.4,0.25,0.3,1.2,0.273,0.3,0.4,0.7,0.667,0.0,0.2,0.2,0.3,0.1,0.0,0.2,0.6,1.4,1.5,-0.4
11,2007-2008,Rafer Alston,PG,31,31-34,HOU,74,74,34.1,4.9,12.5,0.394,1.9,5.5,0.351,3.0,7.0,0.427,0.471,1.3,1.9,0.715,0.4,3.1,3.5,5.3,1.3,0.2,2.2,1.9,13.1,2.41,11.1
12,2007-2008,Lou Amundson,PF,25,23-26,PHI,16,0,4.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.1,0.4,0.286,0.4,0.3,0.8,0.0,0.1,0.1,0.1,0.8,1.1,0.0,0.4
13,2007-2008,Chris Andersen,C,29,27-30,NOH,5,0,6.8,0.4,1.4,0.286,0.0,0.0,0.0,0.4,1.4,0.286,0.286,0.4,0.8,0.5,0.4,1.4,1.8,0.0,0.0,0.8,0.2,1.2,1.2,0.0,1.0
14,2007-2008,Derek Anderson,SG,33,31-34,CHA,28,0,14.1,1.7,4.5,0.376,0.7,1.9,0.365,1.0,2.6,0.384,0.452,1.0,1.4,0.737,0.3,1.5,1.9,1.6,0.4,0.0,0.9,1.8,5.0,1.78,3.0
15,2007-2008,Carmelo Anthony,SF,23,23-26,DEN,77,77,36.4,9.5,19.2,0.492,0.8,2.1,0.354,8.7,17.1,0.509,0.511,6.0,7.7,0.786,2.3,5.1,7.4,3.4,1.3,0.5,3.3,3.3,25.7,1.03,20.3
16,2007-2008,Joel Anthony,PF,25,23-26,MIA,24,1,20.8,1.2,2.5,0.467,0.0,0.0,0.0,1.2,2.5,0.467,0.467,1.2,2.0,0.592,1.6,2.3,3.9,0.1,0.4,1.3,0.7,2.3,3.5,0.14,4.1
17,2007-2008,Gilbert Arenas,PG,26,23-26,WAS,13,8,32.7,6.0,15.1,0.398,1.7,6.0,0.282,4.3,9.1,0.475,0.454,5.7,7.4,0.771,0.5,3.5,3.9,5.1,1.8,0.1,3.8,2.3,19.4,1.34,13.4
18,2007-2008,Trevor Ariza,SF,22,18-22,TOT,35,3,15.6,2.0,3.9,0.507,0.1,0.5,0.278,1.8,3.4,0.542,0.526,1.4,2.1,0.653,0.9,2.2,3.1,1.3,0.9,0.3,0.7,1.3,5.5,1.86,6.5
18,2007-2008,Trevor Ariza,SF,22,18-22,ORL,11,0,10.5,1.3,2.8,0.452,0.0,0.3,0.0,1.3,2.5,0.5,0.452,0.7,1.4,0.533,0.5,1.7,2.2,0.7,0.5,0.3,0.5,0.8,3.3,1.4,3.5
18,2007-2008,Trevor Ariza,SF,22,18-22,LAL,24,3,18.0,2.3,4.4,0.524,0.2,0.6,0.333,2.1,3.8,0.556,0.548,1.7,2.5,0.683,1.0,2.5,3.5,1.5,1.1,0.3,0.8,1.5,6.5,1.88,7.7
19,2007-2008,Darrell Armstrong,PG,39,39+,NJN,50,2,11.0,0.8,2.2,0.364,0.5,1.4,0.333,0.3,0.8,0.415,0.468,0.4,0.6,0.667,0.3,1.0,1.3,1.5,0.6,0.0,0.8,1.1,2.5,1.88,2.4
20,2007-2008,Hilton Armstrong,C,23,23-26,NOH,65,3,11.3,1.0,2.3,0.453,0.0,0.0,0.0,1.0,2.3,0.453,0.453,0.7,1.1,0.629,1.0,1.5,2.5,0.4,0.2,0.5,0.9,2.0,2.7,0.44,1.7
21,2007-2008,Carlos Arroyo,PG,28,27-30,ORL,62,20,20.5,2.5,5.6,0.451,0.5,1.4,0.345,2.1,4.3,0.485,0.493,1.4,1.6,0.853,0.2,1.7,1.8,3.5,0.4,0.0,1.2,1.4,6.9,2.92,6.7
22,2007-2008,Chucky Atkins,SG,33,31-34,DEN,24,0,14.7,1.8,5.1,0.344,1.0,3.3,0.316,0.7,1.8,0.395,0.447,0.2,0.4,0.444,0.1,1.2,1.3,2.0,0.4,0.0,0.4,1.1,4.7,5.0,3.4
