ranker,season,player,pos,age,age_group,team,g,gs,mp_per_g,fp_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,ast_tov_ratio,efficiency
1,1978-1979,Kareem Abdul-Jabbar,C,31,31-34,LAL,80,,39.5,9.7,16.8,0.577,,,0.0,9.7,16.8,0.577,0.577,4.4,5.9,0.736,2.6,10.2,12.8,5.4,1.0,4.0,3.5,2.9,23.8,1.54,32.0
2,1978-1979,Tom Abernethy,PF,24,23-26,GSW,70,,17.4,2.5,4.9,0.515,,,0.0,2.5,4.9,0.515,0.515,1.0,1.3,0.745,1.1,2.0,3.1,1.1,0.6,0.2,0.5,1.9,6.0,2.2,5.9
3,1978-1979,Alvan Adams,C,24,23-26,PHO,77,,30.7,7.4,13.9,0.53,,,0.0,7.4,13.9,0.53,0.53,3.0,3.8,0.799,2.9,6.3,9.2,4.7,1.4,0.8,3.6,3.2,17.8,1.31,19.8
4,1978-1979,Lucius Allen,PG,31,31-34,KCK,31,,13.3,2.2,5.6,0.397,,,0.0,2.2,5.6,0.397,0.397,0.6,1.1,0.576,0.5,1.0,1.5,1.4,0.7,0.2,1.0,1.7,5.1,1.4,2.3
5,1978-1979,Kim Anderson,SF,23,23-26,POR,21,,10.7,1.1,3.7,0.312,,,0.0,1.1,3.7,0.312,0.312,0.7,1.3,0.536,0.8,1.3,2.1,0.7,0.2,0.2,1.0,2.0,3.0,0.7,0.0
6,1978-1979,Tiny Archibald,PG,30,27-30,BOS,69,,24.1,3.8,8.3,0.452,,,0.0,3.8,8.3,0.452,0.452,3.5,4.4,0.788,0.4,1.1,1.5,4.7,0.8,0.1,2.9,1.9,11.0,1.62,7.9
7,1978-1979,Tate Armstrong,SG,23,23-26,CHI,26,0.0,10.0,1.1,2.7,0.4,,,0.0,1.1,2.7,0.4,0.4,0.4,0.5,0.769,0.3,0.5,0.8,1.2,0.4,0.0,0.8,0.8,2.5,1.5,1.6
8,1978-1979,Dennis Awtrey,C,30,27-30,TOT,63,,11.8,0.7,1.7,0.411,,,0.0,0.7,1.7,0.411,0.411,0.7,0.9,0.732,0.7,1.7,2.4,1.1,0.3,0.2,0.8,1.7,2.0,1.38,2.3
8,1978-1979,Dennis Awtrey,C,30,27-30,BOS,23,,10.7,0.7,1.9,0.386,,,0.0,0.7,1.9,0.386,0.386,0.7,0.9,0.8,0.6,1.5,2.0,0.9,0.1,0.3,0.9,1.6,2.2,1.0,1.6
8,1978-1979,Dennis Awtrey,C,30,27-30,SEA,40,,12.5,0.7,1.6,0.429,,,0.0,0.7,1.6,0.429,0.429,0.6,0.9,0.694,0.7,1.9,2.6,1.2,0.3,0.2,0.8,1.7,2.0,1.5,2.6
