ranker,season,player,pos,age,age_group,team,g,gs,mp_per_g,fp_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,ast_tov_ratio,efficiency
1,2020-2021,Precious Achiuwa,PF,21,18-22,MIA,61,4,12.1,2.0,3.7,0.544,0.0,0.0,0.0,2.0,3.7,0.546,0.544,0.9,1.8,0.509,1.2,2.2,3.4,0.5,0.3,0.5,0.7,1.5,5.0,0.71,4.9
2,2020-2021,Jaylen Adams,PG,24,23-26,MIL,7,0,2.6,0.1,1.1,0.125,0.0,0.3,0.0,0.1,0.9,0.167,0.125,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.0,0.0,0.0,0.1,0.3,0.0,-0.1
3,2020-2021,Steven Adams,C,27,27-30,NOP,58,58,27.7,3.3,5.3,0.614,0.0,0.1,0.0,3.3,5.3,0.62,0.614,1.0,2.3,0.444,3.7,5.2,8.9,1.9,0.9,0.7,1.3,1.9,7.6,1.46,13.5
4,2020-2021,Bam Adebayo,C,23,23-26,MIA,64,64,33.5,7.1,12.5,0.57,0.0,0.1,0.25,7.1,12.4,0.573,0.571,4.4,5.5,0.799,2.2,6.7,9.0,5.4,1.2,1.0,2.6,2.3,18.7,2.08,23.9
5,2020-2021,LaMarcus Aldridge,C,35,35-38,TOT,26,23,25.9,5.4,11.4,0.473,1.2,3.1,0.388,4.2,8.3,0.505,0.525,1.6,1.8,0.872,0.7,3.8,4.5,1.9,0.4,1.1,1.0,1.8,13.5,1.9,12.4
5,2020-2021,LaMarcus Aldridge,C,35,35-38,SAS,21,18,25.9,5.5,11.8,0.464,1.3,3.6,0.36,4.2,8.2,0.509,0.518,1.5,1.8,0.838,0.8,3.7,4.5,1.7,0.4,0.9,1.0,1.7,13.7,1.7,11.9
5,2020-2021,LaMarcus Aldridge,C,35,35-38,BRK,5,5,26.0,5.0,9.6,0.521,0.8,1.0,0.8,4.2,8.6,0.488,0.563,2.0,2.0,1.0,0.4,4.4,4.8,2.6,0.6,2.2,1.4,2.2,12.8,1.86,14.8
6,2020-2021,Ty-Shon Alexander,SG,22,18-22,PHO,15,0,3.1,0.2,0.8,0.25,0.1,0.6,0.222,0.1,0.2,0.333,0.333,0.1,0.1,0.5,0.1,0.5,0.7,0.4,0.0,0.1,0.2,0.1,0.6,2.0,0.9
7,2020-2021,Nickeil Alexander-Walker,SG,22,18-22,NOP,46,13,21.9,4.2,10.0,0.419,1.7,4.8,0.347,2.5,5.2,0.485,0.502,1.0,1.4,0.727,0.3,2.8,3.1,2.2,1.0,0.5,1.5,1.9,11.0,1.47,8.2
8,2020-2021,Grayson Allen,SG,25,23-26,MEM,50,38,25.2,3.5,8.3,0.418,2.1,5.5,0.391,1.3,2.8,0.471,0.547,1.6,1.8,0.868,0.4,2.8,3.2,2.2,0.9,0.2,1.0,1.4,10.6,2.2,9.7
