ranker,season,player,pos,age,age_group,team,g,gs,mp_per_g,fp_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,ast_tov_ratio,efficiency
1,1968-1969,Zaid Abdul-Aziz,C,22,18-22,TOT,49,,19.3,2.9,8.0,0.369,,,0.0,2.9,8.0,0.369,0.369,1.4,2.3,0.619,,,8.3,0.8,,,,2.3,7.3,-1.0,8.1
1,1968-1969,Zaid Abdul-Aziz,C-F,22,18-22,CIN,20,,5.4,0.9,2.2,0.419,,,0.0,0.9,2.2,0.419,0.419,0.1,0.4,0.286,,,1.6,0.2,,,,0.9,1.9,-1.0,1.2
1,1968-1969,Zaid Abdul-Aziz,C,22,18-22,MIL,29,,28.9,4.3,12.0,0.363,,,0.0,4.3,12.0,0.363,0.363,2.3,3.7,0.642,,,13.0,1.1,,,,3.4,11.0,-1.0,12.6
2,1968-1969,Rick Adelman,PG,22,18-22,SDR,77,,18.8,2.3,5.8,0.394,,,0.0,2.3,5.8,0.394,0.394,1.7,2.6,0.642,,,2.8,3.1,,,,2.1,6.3,-1.0,5.7
3,1968-1969,Bob Allen,PF,22,18-22,SFW,27,,8.6,0.5,1.6,0.326,,,0.0,0.5,1.6,0.326,0.326,0.7,1.3,0.556,,,2.1,0.4,,,,1.0,1.8,-1.0,1.6
4,1968-1969,Cliff Anderson,SG,24,23-26,LAL,35,,8.3,1.3,3.1,0.407,,,0.0,1.3,3.1,0.407,0.407,1.3,2.3,0.573,,,1.3,0.9,,,,1.7,3.9,-1.0,1.6
5,1968-1969,Al Attles,PG,32,31-34,SFW,51,,29.7,3.2,7.0,0.451,,,0.0,3.2,7.0,0.451,0.451,1.9,2.9,0.638,,,3.5,6.0,,,,3.6,8.2,-1.0,9.3
6,1968-1969,Harry Barnes,SF,23,23-26,SDR,22,,5.7,0.8,2.9,0.281,,,0.0,0.8,2.9,0.281,0.281,0.3,0.6,0.538,,,1.2,0.2,,,,1.1,2.0,-1.0,-0.1
7,1968-1969,Jim Barnes,C-PF,27,27-30,TOT,59,,12.0,1.9,4.4,0.441,,,0.0,1.9,4.4,0.441,0.441,1.3,1.9,0.676,,,3.8,0.5,,,,2.1,5.2,-1.0,4.3
7,1968-1969,Jim Barnes,PF,27,27-30,CHI,10,,11.1,2.3,5.9,0.39,,,0.0,2.3,5.9,0.39,0.39,1.0,1.9,0.526,,,3.0,0.1,,,,1.5,5.6,-1.0,2.7
7,1968-1969,Jim Barnes,C,27,27-30,BOS,49,,12.1,1.9,4.1,0.455,,,0.0,1.9,4.1,0.455,0.455,1.3,1.9,0.707,,,4.0,0.6,,,,2.2,5.1,-1.0,4.7
8,1968-1969,Dick Barnett,SG,32,31-34,NYK,82,76.0,36.0,6.9,14.9,0.463,,,0.0,6.9,14.9,0.463,0.463,3.8,4.9,0.774,,,3.1,3.5,,,,2.9,17.6,-1.0,12.2
9,1968-1969,Jim Barnett,SG,24,23-26,SDR,80,,29.3,5.8,13.7,0.425,,,0.0,5.8,13.7,0.425,0.425,2.9,3.9,0.752,,,4.5,4.2,,,,3.0,14.5,-1.0,11.3
10,1968-1969,John Barnhill,PG,30,27-30,BAL,30,,16.8,2.5,5.8,0.434,,,0.0,2.5,5.8,0.434,0.434,1.3,2.2,0.6,,,1.8,2.4,,,,2.1,6.4,-1.0,4.3
11,1968-1969,Elgin Baylor,SF,34,31-34,LAL,76,,40.3,9.6,21.5,0.447,,,0.0,9.6,21.5,0.447,0.447,5.5,7.5,0.743,,,10.6,5.4,,,,2.7,24.8,-1.0,24.2
12,1968-1969,Zelmo Beaty,C,29,27-30,ATL,72,,35.8,8.2,17.4,0.47,,,0.0,8.2,17.4,0.47,0.47,5.1,7.0,0.731,,,11.1,1.8,,,,3.8,21.5,-1.0,19.5
13,1968-1969,Walt Bellamy,C,29,27-30,TOT,88,,35.9,6.4,12.5,0.51,,,0.0,6.4,12.5,0.51,0.51,4.6,7.0,0.649,,,12.5,2.0,,,,3.6,17.4,-1.0,19.8
13,1968-1969,Walt Bellamy,C,29,27-30,NYK,35,31.0,32.5,5.8,11.5,0.507,,,0.0,5.8,11.5,0.507,0.507,3.6,5.8,0.619,,,11.0,2.2,,,,3.5,15.2,-1.0,17.0
13,1968-1969,Walt Bellamy,C,29,27-30,DET,53,,38.2,6.8,13.2,0.512,,,0.0,6.8,13.2,0.512,0.512,5.2,7.8,0.663,,,13.5,1.9,,,,3.7,18.8,-1.0,21.5
