ranker,season,player,pos,age,age_group,team,g,gs,mp_per_g,fp_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,ast_tov_ratio,efficiency
1,1965-1966,Jay Arnette,G,27,27-30,CIN,3,,4.7,0.3,2.0,0.167,,,0.0,0.3,2.0,0.167,0.167,0.0,0.0,0.0,,,0.0,0.0,,,,1.0,0.7,-1.0,-2.0
2,1965-1966,Al Attles,PG,29,27-30,SFW,79,,26.0,4.6,9.2,0.503,,,0.0,4.6,9.2,0.503,0.503,1.9,3.2,0.611,,,4.1,2.8,,,,3.4,11.2,-1.0,8.8
3,1965-1966,Jim Barnes,PF,24,23-26,TOT,73,,30.0,4.8,11.2,0.425,,,0.0,4.8,11.2,0.425,0.425,2.9,4.2,0.684,,,10.3,1.3,,,,3.9,12.4,-1.0,12.4
3,1965-1966,Jim Barnes,PF,24,23-26,NYK,7,7.0,37.6,5.7,12.9,0.444,,,0.0,5.7,12.9,0.444,0.444,4.3,6.0,0.714,,,10.3,1.3,,,,4.7,15.7,-1.0,13.7
3,1965-1966,Jim Barnes,PF,24,23-26,BAL,66,,29.2,4.7,11.0,0.423,,,0.0,4.7,11.0,0.423,0.423,2.8,4.1,0.679,,,10.3,1.3,,,,3.8,12.1,-1.0,12.3
4,1965-1966,Dick Barnett,SG,29,27-30,NYK,75,74.0,34.5,8.4,17.9,0.469,,,0.0,8.4,17.9,0.469,0.469,6.2,8.1,0.772,,,4.1,3.5,,,,3.1,23.1,-1.0,16.2
5,1965-1966,John Barnhill,PG,27,27-30,TOT,76,,21.3,3.2,8.0,0.401,,,0.0,3.2,8.0,0.401,0.401,1.5,2.4,0.614,,,2.7,2.6,,,,1.8,7.9,-1.0,5.7
5,1965-1966,John Barnhill,PG,27,27-30,STL,31,,22.3,3.4,7.8,0.428,,,0.0,3.4,7.8,0.428,0.428,1.7,2.8,0.628,,,2.9,2.7,,,,1.9,8.5,-1.0,6.7
5,1965-1966,John Barnhill,PG,27,27-30,DET,45,,20.6,3.1,8.1,0.383,,,0.0,3.1,8.1,0.383,0.383,1.3,2.2,0.602,,,2.5,2.5,,,,1.7,7.5,-1.0,4.9
6,1965-1966,Rick Barry,SF,21,18-22,SFW,80,,37.4,9.3,21.2,0.439,,,0.0,9.3,21.2,0.439,0.439,7.1,8.3,0.862,,,10.6,2.2,,,,3.7,25.7,-1.0,21.7
7,1965-1966,Elgin Baylor,SF,31,31-34,LAL,65,,30.4,6.4,15.9,0.401,,,0.0,6.4,15.9,0.401,0.401,3.8,5.2,0.739,,,9.6,3.4,,,,2.4,16.6,-1.0,16.3
8,1965-1966,Zelmo Beaty,C,26,23-26,STL,80,,38.4,7.7,16.3,0.473,,,0.0,7.7,16.3,0.473,0.473,5.3,7.0,0.758,,,13.6,1.6,,,,4.3,20.7,-1.0,21.3
9,1965-1966,Walt Bellamy,C,26,23-26,TOT,80,,41.9,8.7,17.2,0.506,,,0.0,8.7,17.2,0.506,0.506,5.4,8.6,0.624,,,15.7,2.9,,,,3.7,22.8,-1.0,26.0
9,1965-1966,Walt Bellamy,C,26,23-26,BAL,8,,33.5,7.0,15.5,0.452,,,0.0,7.0,15.5,0.452,0.452,5.0,8.4,0.597,,,12.8,2.3,,,,4.0,19.0,-1.0,18.2
9,1965-1966,Walt Bellamy,C,26,23-26,NYK,72,72.0,42.8,8.9,17.3,0.512,,,0.0,8.9,17.3,0.512,0.512,5.4,8.6,0.627,,,16.0,3.0,,,,3.6,23.2,-1.0,27.0
10,1965-1966,Al Bianchi,PG,33,31-34,PHI,78,,16.8,2.7,7.2,0.382,,,0.0,2.7,7.2,0.382,0.382,0.8,1.3,0.673,,,1.7,1.7,,,,3.0,6.3,-1.0,1.7
11,1965-1966,Ron Bonham,SG,23,23-26,BOS,39,,8.0,1.9,5.3,0.367,,,0.0,1.9,5.3,0.367,0.367,1.3,1.6,0.852,,,0.9,0.3,,,,0.7,5.2,-1.0,2.0
12,1965-1966,Bob Boozer,PF,28,27-30,LAL,78,,23.7,4.7,9.7,0.484,,,0.0,4.7,9.7,0.484,0.484,2.9,3.7,0.779,,,7.0,1.1,,,,2.5,12.2,-1.0,12.0
13,1965-1966,Gary Bradds,SF,23,23-26,BAL,3,,5.0,0.7,2.0,0.333,,,0.0,0.7,2.0,0.333,0.333,1.0,1.3,0.75,,,2.7,0.3,,,,0.3,2.3,-1.0,3.4
14,1965-1966,Jesse Branson,SF,24,23-26,PHI,5,,2.8,0.2,1.2,0.167,,,0.0,0.2,1.2,0.167,0.167,0.6,0.8,0.75,,,1.8,0.2,,,,0.8,1.0,-1.0,1.0
15,1965-1966,Bill Bridges,PF,26,23-26,STL,78,,34.3,4.8,11.9,0.407,,,0.0,4.8,11.9,0.407,0.407,3.3,4.7,0.706,,,12.2,2.7,,,,4.3,13.0,-1.0,15.1
16,1965-1966,Em Bryant,PG,27,27-30,NYK,71,4.0,16.8,3.0,6.3,0.472,,,0.0,3.0,6.3,0.472,0.472,1.0,1.4,0.733,,,2.4,3.0,,,,3.0,7.0,-1.0,5.7
17,1965-1966,Bill Buntin,C,23,23-26,DET,42,,17.0,2.8,7.1,0.395,,,0.0,2.8,7.1,0.395,0.395,2.1,3.4,0.615,,,6.0,0.9,,,,2.8,7.7,-1.0,6.2
18,1965-1966,Donnie Butcher,PG,29,27-30,DET,15,,19.0,3.0,6.4,0.469,,,0.0,3.0,6.4,0.469,0.469,1.2,2.3,0.529,,,2.2,2.0,,,,2.7,7.2,-1.0,4.2
19,1965-1966,Joe Caldwell,SF,24,23-26,TOT,79,,23.5,5.2,11.9,0.438,,,0.0,5.2,11.9,0.438,0.438,2.3,3.2,0.705,,,5.5,1.6,,,,2.6,12.7,-1.0,9.6
19,1965-1966,Joe Caldwell,SF,24,23-26,DET,33,,21.7,4.3,10.2,0.423,,,0.0,4.3,10.2,0.423,0.423,1.8,2.7,0.682,,,5.8,2.0,,,,1.9,10.5,-1.0,9.6
19,1965-1966,Joe Caldwell,SF,24,23-26,STL,46,,24.8,5.8,13.0,0.447,,,0.0,5.8,13.0,0.447,0.447,2.6,3.6,0.717,,,5.3,1.3,,,,3.0,14.2,-1.0,9.6
20,1965-1966,Wilt Chamberlain,C,29,27-30,PHI,79,,47.3,13.6,25.2,0.54,,,0.0,13.6,25.2,0.54,0.54,6.3,12.4,0.513,,,24.6,5.2,,,,2.2,33.5,-1.0,43.4
21,1965-1966,Len Chappell,PF,25,23-26,NYK,46,3.0,11.8,2.2,5.2,0.42,,,0.0,2.2,5.2,0.42,0.42,1.0,1.7,0.59,,,2.8,0.6,,,,1.4,5.3,-1.0,3.6
22,1965-1966,Barry Clemens,SF,22,18-22,NYK,70,3.0,12.5,2.3,5.6,0.412,,,0.0,2.3,5.6,0.412,0.412,0.8,1.1,0.692,,,2.6,1.0,,,,1.6,5.4,-1.0,3.8
23,1965-1966,Mel Counts,C,24,23-26,BOS,67,,15.2,3.3,8.2,0.403,,,0.0,3.3,8.2,0.403,0.403,1.8,2.2,0.828,,,6.4,0.7,,,,3.1,8.4,-1.0,7.1
24,1965-1966,Billy Cunningham,SF,22,18-22,PHI,80,,26.7,5.4,12.6,0.426,,,0.0,5.4,12.6,0.426,0.426,3.5,5.5,0.634,,,7.5,2.6,,,,3.8,14.3,-1.0,11.4
25,1965-1966,Dave DeBusschere,SF,25,23-26,DET,79,,34.1,6.6,16.3,0.408,,,0.0,6.6,16.3,0.408,0.408,3.2,4.8,0.659,,,11.6,2.6,,,,3.2,16.4,-1.0,16.1
26,1965-1966,Connie Dierking,C,29,27-30,CIN,57,,13.7,2.4,5.6,0.416,,,0.0,2.4,5.6,0.416,0.416,0.9,1.4,0.61,,,4.3,0.8,,,,2.0,5.6,-1.0,5.0
27,1965-1966,Johnny Egan,PG,27,27-30,TOT,76,,21.6,3.4,7.6,0.451,,,0.0,3.4,7.6,0.451,0.451,2.3,3.0,0.762,,,2.4,3.6,,,,2.2,9.1,-1.0,8.0
27,1965-1966,Johnny Egan,PG,27,27-30,NYK,7,0.0,8.3,0.7,2.3,0.313,,,0.0,0.7,2.3,0.313,0.313,1.0,1.4,0.7,,,0.3,2.0,,,,0.6,2.4,-1.0,2.1
