ranker,season,player,pos,age,age_group,team,g,gs,mp_per_g,fp_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,ast_tov_ratio,efficiency
1,1964-1965,Jay Arnette,SG,26,23-26,CIN,63,,10.5,1.4,3.9,0.371,,,0.0,1.4,3.9,0.371,0.371,0.9,1.2,0.747,,,1.0,1.1,,,,2.0,3.8,-1.0,1.1
2,1964-1965,Al Attles,PG,28,27-30,SFW,73,,23.7,3.5,9.1,0.384,,,0.0,3.5,9.1,0.384,0.384,2.3,3.8,0.624,,,3.3,2.8,,,,3.3,9.3,-1.0,5.0
3,1964-1965,Jim Barnes,PF,23,23-26,NYK,75,69.0,34.5,6.1,14.3,0.424,,,0.0,6.1,14.3,0.424,0.424,3.3,5.1,0.662,,,9.7,1.2,,,,4.2,15.5,-1.0,12.2
4,1964-1965,Dick Barnett,SG,28,27-30,LAL,74,,27.4,5.1,12.3,0.413,,,0.0,5.1,12.3,0.413,0.413,3.6,4.6,0.799,,,2.7,2.1,,,,2.8,13.8,-1.0,7.6
5,1964-1965,John Barnhill,SG,26,23-26,STL,41,,19.0,3.0,7.6,0.388,,,0.0,3.0,7.6,0.388,0.388,1.1,1.7,0.643,,,2.2,1.9,,,,1.4,7.0,-1.0,4.5
6,1964-1965,Elgin Baylor,SF,30,27-30,LAL,74,,41.3,10.3,25.7,0.401,,,0.0,10.3,25.7,0.401,0.401,6.5,8.2,0.792,,,12.8,3.8,,,,3.2,27.1,-1.0,23.4
7,1964-1965,Zelmo Beaty,C,25,23-26,STL,80,,36.5,6.3,13.1,0.482,,,0.0,6.3,13.1,0.482,0.482,4.3,6.0,0.715,,,12.1,1.4,,,,4.1,16.9,-1.0,17.8
8,1964-1965,Walt Bellamy,C,25,23-26,BAL,80,,41.3,9.2,18.0,0.509,,,0.0,9.2,18.0,0.509,0.509,6.4,9.4,0.685,,,14.6,2.4,,,,3.3,24.8,-1.0,26.7
9,1964-1965,Al Bianchi,PG,32,31-34,PHI,60,,18.6,2.9,8.1,0.36,,,0.0,2.9,8.1,0.36,0.36,0.9,1.3,0.711,,,1.6,2.3,,,,3.0,6.7,-1.0,2.0
10,1964-1965,Bucky Bockhorn,SG,31,31-34,CIN,19,,22.3,3.2,8.3,0.382,,,0.0,3.2,8.3,0.382,0.382,1.5,2.1,0.718,,,2.9,2.4,,,,2.7,7.8,-1.0,4.7
11,1964-1965,Ron Bonham,SF,22,18-22,BOS,37,,10.0,2.5,5.9,0.414,,,0.0,2.5,5.9,0.414,0.414,2.5,3.0,0.821,,,2.1,0.5,,,,0.9,7.4,-1.0,5.2
12,1964-1965,Bob Boozer,SF,27,27-30,NYK,80,51.0,26.7,5.3,12.0,0.44,,,0.0,5.3,12.0,0.44,0.44,3.6,4.7,0.768,,,7.6,1.4,,,,2.3,14.2,-1.0,13.1
13,1964-1965,Gary Bradds,SF,22,18-22,BAL,41,,8.2,1.1,2.7,0.414,,,0.0,1.1,2.7,0.414,0.414,1.1,1.5,0.714,,,2.0,0.5,,,,0.9,3.3,-1.0,2.9
14,1964-1965,Bill Bridges,PF,25,23-26,STL,79,,29.9,4.6,11.9,0.386,,,0.0,4.6,11.9,0.386,0.386,2.4,3.5,0.676,,,10.8,2.4,,,,3.5,11.5,-1.0,12.8
15,1964-1965,Em Bryant,PG,26,23-26,NYK,77,29.0,17.3,1.9,5.7,0.333,,,0.0,1.9,5.7,0.333,0.333,1.1,1.7,0.654,,,2.2,2.2,,,,2.8,4.9,-1.0,2.1
16,1964-1965,Dave Budd,SF,26,23-26,NYK,62,4.0,19.2,3.2,6.6,0.482,,,0.0,3.2,6.6,0.482,0.482,2.0,2.7,0.712,,,5.0,1.0,,,,2.4,8.3,-1.0,7.8
17,1964-1965,Ed Burton,F,25,23-26,STL,7,,6.0,1.0,2.9,0.35,,,0.0,1.0,2.9,0.35,0.35,0.6,1.0,0.571,,,1.9,0.3,,,,1.9,2.6,-1.0,0.6
18,1964-1965,Donnie Butcher,PG,28,27-30,DET,71,,16.3,2.0,5.0,0.405,,,0.0,2.0,5.0,0.405,0.405,1.8,2.9,0.618,,,2.8,1.7,,,,2.6,5.8,-1.0,3.6
19,1964-1965,Al Butler,PG,26,23-26,BAL,25,,6.9,1.0,2.9,0.329,,,0.0,1.0,2.9,0.329,0.329,0.4,0.6,0.733,,,0.8,0.5,,,,1.0,2.4,-1.0,0.6
20,1964-1965,Joe Caldwell,SF,23,23-26,DET,66,,23.4,4.4,11.8,0.374,,,0.0,4.4,11.8,0.374,0.374,2.0,3.2,0.614,,,6.7,1.8,,,,2.6,10.7,-1.0,8.0
21,1964-1965,Wilt Chamberlain,C,28,27-30,TOT,73,,45.2,14.6,28.5,0.51,,,0.0,14.6,28.5,0.51,0.51,5.6,12.1,0.464,,,22.9,3.4,,,,2.0,34.7,-1.0,38.6
21,1964-1965,Wilt Chamberlain,C,28,27-30,SFW,38,,45.9,16.7,33.6,0.499,,,0.0,16.7,33.6,0.499,0.499,5.5,13.2,0.416,,,23.5,3.1,,,,2.0,38.9,-1.0,38.9
21,1964-1965,Wilt Chamberlain,C,28,27-30,PHI,35,,44.5,12.2,23.1,0.528,,,0.0,12.2,23.1,0.528,0.528,5.7,10.9,0.526,,,22.3,3.8,,,,2.0,30.1,-1.0,38.1
22,1964-1965,Len Chappell,C,24,23-26,NYK,43,3.0,15.2,3.4,8.5,0.395,,,0.0,3.4,8.5,0.395,0.395,1.6,2.3,0.68,,,3.3,0.3,,,,1.7,8.3,-1.0,4.4
23,1964-1965,Larry Costello,PG,33,31-34,PHI,64,,30.7,4.8,10.9,0.445,,,0.0,4.8,10.9,0.445,0.445,3.8,4.3,0.877,,,2.6,4.3,,,,3.8,13.5,-1.0,10.0
24,1964-1965,Mel Counts,C,23,23-26,BOS,54,,10.6,1.9,5.0,0.368,,,0.0,1.9,5.0,0.368,0.368,1.1,1.4,0.784,,,4.9,0.4,,,,2.5,4.8,-1.0,4.2
25,1964-1965,Steve Courtin,SG,22,18-22,PHI,24,,13.2,1.8,4.3,0.408,,,0.0,1.8,4.3,0.408,0.408,0.7,0.9,0.81,,,0.9,0.9,,,,1.8,4.2,-1.0,1.5
26,1964-1965,Dave DeBusschere,PF,24,23-26,DET,79,,35.1,6.4,15.1,0.425,,,0.0,6.4,15.1,0.425,0.425,3.9,5.5,0.7,,,11.1,3.2,,,,3.1,16.7,-1.0,17.6
27,1964-1965,Connie Dierking,C,28,27-30,TOT,68,,19.0,3.2,7.9,0.405,,,0.0,3.2,7.9,0.405,0.405,1.5,2.5,0.595,,,6.4,1.1,,,,2.4,7.9,-1.0,7.3
27,1964-1965,Connie Dierking,C,28,27-30,PHI,38,,19.2,3.2,8.2,0.389,,,0.0,3.2,8.2,0.389,0.389,1.4,2.2,0.651,,,6.3,1.1,,,,2.7,7.8,-1.0,6.7
27,1964-1965,Connie Dierking,C,28,27-30,SFW,30,,18.8,3.2,7.6,0.427,,,0.0,3.2,7.6,0.427,0.427,1.5,2.8,0.541,,,6.5,1.0,,,,2.1,8.0,-1.0,7.7
28,1964-1965,Terry Dischinger,SG,24,23-26,DET,80,,33.7,7.1,14.4,0.493,,,0.0,7.1,14.4,0.493,0.493,4.0,5.3,0.755,,,6.0,2.5,,,,3.2,18.2,-1.0,14.9
29,1964-1965,Bob Duffy,PG,24,23-26,DET,4,,6.5,1.0,2.8,0.364,,,0.0,1.0,2.8,0.364,0.364,1.5,1.8,0.857,,,1.0,1.3,,,,1.0,3.5,-1.0,2.7
30,1964-1965,Johnny Egan,PG,26,23-26,NYK,74,26.0,22.5,3.5,7.1,0.488,,,0.0,3.5,7.1,0.488,0.488,2.2,2.7,0.814,,,1.9,3.4,,,,1.9,9.2,-1.0,8.5
