ranker,season,player,pos,age,age_group,team,g,gs,mp_per_g,fp_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,ast_tov_ratio,efficiency
12,2013-2014,Lou Amundson,PF,31,31-34,NOP,18,0,10.2,0.9,1.8,0.5,0.0,0.0,0.0,0.9,1.8,0.5,0.5,0.3,1.3,0.25,1.6,1.5,3.1,0.3,0.5,0.6,0.8,2.7,2.1,0.37,1.2
12,2013-2014,Lou Amundson,PF,31,31-34,CHI,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
13,2013-2014,Chris Andersen,C,35,35-38,MIA,72,0,19.4,2.5,3.8,0.644,0.0,0.2,0.25,2.4,3.7,0.662,0.649,1.7,2.3,0.71,1.8,3.5,5.3,0.3,0.4,1.3,0.7,2.3,6.6,0.43,9.0
14,2013-2014,Alan Anderson,SF,31,31-34,BRK,78,26,22.7,2.5,6.2,0.4,1.1,3.2,0.339,1.4,3.0,0.464,0.487,1.2,1.5,0.78,0.5,1.7,2.2,1.0,0.6,0.1,0.8,1.9,7.2,1.25,4.4
15,2013-2014,James Anderson,SG,24,23-26,PHI,80,62,28.9,3.9,9.0,0.431,1.4,4.4,0.328,2.4,4.6,0.53,0.511,1.0,1.3,0.726,0.7,3.0,3.8,1.9,0.9,0.4,1.3,1.9,10.1,1.46,8.5
16,2013-2014,Ryan Anderson,PF,25,23-26,NOP,22,14,36.1,7.0,16.1,0.438,3.0,7.5,0.409,4.0,8.6,0.463,0.532,2.7,2.8,0.952,3.0,3.5,6.5,0.8,0.5,0.3,0.9,2.1,19.8,0.89,15.7
17,2013-2014,Giannis Antetokounmpo,SF,19,18-22,MIL,77,23,24.6,2.2,5.4,0.414,0.5,1.5,0.347,1.7,3.9,0.44,0.463,1.8,2.6,0.683,1.0,3.4,4.4,1.9,0.8,0.8,1.6,2.2,6.8,1.19,6.9
18,2013-2014,Carmelo Anthony,PF,29,27-30,NYK,77,77,38.7,9.6,21.3,0.452,2.2,5.4,0.402,7.5,15.9,0.469,0.503,6.0,7.0,0.848,1.9,6.2,8.1,3.1,1.2,0.7,2.6,2.9,27.4,1.19,22.3
19,2013-2014,Joel Anthony,C,31,31-34,TOT,33,0,5.6,0.4,1.0,0.375,0.0,0.0,0.0,0.4,1.0,0.375,0.375,0.1,0.2,0.5,0.5,0.7,1.2,0.1,0.1,0.4,0.1,0.5,0.8,1.0,1.3
19,2013-2014,Joel Anthony,C,31,31-34,MIA,12,0,3.1,0.2,0.5,0.333,0.0,0.0,0.0,0.2,0.5,0.333,0.333,0.2,0.2,1.0,0.2,0.4,0.6,0.0,0.0,0.3,0.1,0.3,0.5,0.0,0.7
19,2013-2014,Joel Anthony,C,31,31-34,BOS,21,0,7.1,0.5,1.2,0.385,0.0,0.0,0.0,0.5,1.2,0.385,0.385,0.1,0.3,0.333,0.6,0.9,1.5,0.1,0.1,0.4,0.1,0.6,1.0,1.0,1.5
20,2013-2014,Pero Antić,C,31,31-34,ATL,50,26,18.5,2.5,5.9,0.418,1.1,3.4,0.327,1.3,2.5,0.545,0.514,1.0,1.3,0.758,1.1,3.0,4.2,1.2,0.4,0.2,1.1,2.5,7.0,1.09,5.7
21,2013-2014,Trevor Ariza,SF,28,27-30,WAS,77,77,35.4,5.1,11.1,0.456,2.3,5.7,0.407,2.7,5.3,0.509,0.562,1.9,2.5,0.772,1.3,4.9,6.2,2.5,1.6,0.3,1.7,2.3,14.4,1.47,14.4
22,2013-2014,Hilton Armstrong,C,29,27-30,GSW,15,1,6.5,0.6,1.3,0.474,0.0,0.0,0.0,0.6,1.3,0.474,0.474,0.5,1.1,0.438,1.3,1.9,3.1,0.3,0.3,0.3,0.4,0.7,1.7,0.75,3.3
23,2013-2014,Darrell Arthur,SF,25,23-26,DEN,68,1,17.1,2.4,6.0,0.395,0.4,0.9,0.375,2.0,5.1,0.399,0.424,0.8,0.9,0.855,0.8,2.3,3.1,0.9,0.6,0.7,0.9,2.7,5.9,1.0,3.9
24,2013-2014,Ömer Aşık,C,27,27-30,HOU,48,19,20.2,2.1,4.0,0.532,0.0,0.0,0.0,2.1,4.0,0.532,0.532,1.6,2.6,0.619,2.1,5.8,7.9,0.5,0.3,0.8,1.2,1.9,5.8,0.42,9.3
25,2013-2014,D.J. Augustin,PG,26,23-26,TOT,71,9,27.3,4.2,10.1,0.415,1.9,4.7,0.401,2.3,5.4,0.427,0.508,2.8,3.2,0.885,0.2,1.6,1.8,4.4,0.7,0.0,1.8,2.1,13.1,2.44,9.8
25,2013-2014,D.J. Augustin,PG,26,23-26,TOR,10,0,8.2,0.7,2.4,0.292,0.1,1.1,0.091,0.6,1.3,0.462,0.313,0.6,0.6,1.0,0.0,0.4,0.4,1.0,0.1,0.0,0.9,0.7,2.1,1.11,0.3
25,2013-2014,D.J. Augustin,PG,26,23-26,CHI,61,9,30.4,4.8,11.4,0.419,2.2,5.3,0.411,2.6,6.1,0.426,0.514,3.2,3.6,0.882,0.2,1.8,2.1,5.0,0.9,0.0,1.9,2.3,14.9,2.63,11.7
26,2013-2014,Gustavo Ayón,C,28,27-30,ATL,26,14,16.5,2.0,3.9,0.51,0.0,0.0,0.0,2.0,3.9,0.51,0.51,0.3,0.8,0.4,1.6,3.2,4.8,1.1,1.0,0.4,1.1,1.8,4.3,1.0,6.3
27,2013-2014,Jeff Ayres,PF,26,23-26,SAS,73,10,13.0,1.4,2.4,0.58,0.0,0.0,0.0,1.4,2.4,0.58,0.58,0.5,0.8,0.691,1.2,2.3,3.5,0.8,0.2,0.3,0.9,2.0,3.3,0.89,3.9
28,2013-2014,Chris Babb,SG,23,23-26,BOS,14,0,9.4,0.6,2.1,0.267,0.4,1.9,0.222,0.1,0.2,0.667,0.367,0.0,0.0,0.0,0.3,0.9,1.2,0.2,0.4,0.0,0.2,0.9,1.6,1.0,0.8
29,2013-2014,Luke Babbitt,PF,24,23-26,NOP,27,2,17.5,2.2,5.7,0.39,1.3,3.5,0.379,0.9,2.2,0.407,0.506,0.5,0.7,0.778,0.7,2.6,3.3,1.1,0.3,0.4,0.6,1.9,6.3,1.83,5.2
30,2013-2014,Leandro Barbosa,PG,31,31-34,PHO,20,0,18.4,2.8,6.6,0.427,0.4,1.3,0.28,2.5,5.3,0.462,0.454,1.6,2.0,0.795,0.3,1.6,1.9,1.6,0.4,0.2,1.0,1.5,7.5,1.6,4.9
31,2013-2014,J.J. Barea,PG,29,27-30,MIN,79,1,18.6,3.2,8.3,0.387,0.9,2.9,0.316,2.3,5.4,0.426,0.443,1.0,1.3,0.79,0.2,1.7,1.9,3.8,0.3,0.0,1.6,1.6,8.4,2.37,5.8
32,2013-2014,Andrea Bargnani,C,28,27-30,NYK,42,39,29.9,5.3,12.0,0.442,0.7,2.6,0.278,4.6,9.4,0.487,0.472,2.0,2.4,0.824,1.6,3.6,5.3,1.1,0.3,1.2,1.4,2.4,13.3,0.79,10.3
33,2013-2014,Harrison Barnes,SF,21,18-22,GSW,78,24,28.3,3.5,8.7,0.399,0.8,2.4,0.347,2.6,6.3,0.419,0.448,1.7,2.3,0.718,0.8,3.1,4.0,1.5,0.8,0.3,1.1,2.0,9.5,1.36,7.2
34,2013-2014,Matt Barnes,SF,33,31-34,LAC,63,40,27.5,3.7,8.4,0.438,1.5,4.5,0.343,2.1,3.9,0.549,0.53,1.0,1.4,0.733,1.0,3.7,4.6,2.0,0.9,0.4,1.3,2.9,9.9,1.54,8.5
35,2013-2014,Will Barton,SG,23,23-26,POR,41,0,9.4,1.6,3.8,0.417,0.2,0.8,0.303,1.3,3.0,0.447,0.449,0.6,0.8,0.813,0.4,1.4,1.8,0.8,0.2,0.2,0.4,0.8,4.0,2.0,3.4
36,2013-2014,Brandon Bass,PF,28,27-30,BOS,82,73,27.6,4.3,8.8,0.486,0.0,0.1,0.333,4.3,8.8,0.487,0.487,2.5,2.9,0.858,2.0,3.8,5.7,1.1,0.4,0.9,1.2,2.3,11.1,0.92,10.8
37,2013-2014,Shane Battier,SF,35,35-38,MIA,73,56,20.1,1.4,3.8,0.382,1.0,2.9,0.348,0.4,0.9,0.492,0.515,0.2,0.3,0.652,0.5,1.4,1.9,0.9,0.7,0.5,0.3,1.7,4.1,3.0,3.6
38,2013-2014,Nicolas Batum,SF,25,23-26,POR,82,82,36.0,4.6,10.0,0.465,1.8,4.9,0.361,2.9,5.1,0.566,0.554,2.0,2.5,0.803,1.4,6.0,7.5,5.1,0.9,0.7,2.5,1.9,13.0,2.04,16.9
39,2013-2014,Jerryd Bayless,PG,25,23-26,TOT,72,19,23.4,3.4,8.6,0.402,1.1,2.9,0.358,2.4,5.6,0.425,0.464,1.3,1.6,0.797,0.3,1.7,2.0,2.7,0.8,0.1,1.1,2.2,9.3,2.45,6.1
39,2013-2014,Jerryd Bayless,PG,25,23-26,MEM,31,5,21.0,2.9,7.7,0.377,0.8,2.7,0.301,2.1,5.0,0.417,0.429,1.5,1.8,0.789,0.3,1.6,1.9,2.1,0.6,0.2,0.7,2.3,8.1,3.0,4.8
39,2013-2014,Jerryd Bayless,PG,25,23-26,BOS,41,14,25.3,3.9,9.2,0.418,1.2,3.1,0.395,2.6,6.1,0.43,0.485,1.2,1.5,0.803,0.3,1.8,2.1,3.1,1.0,0.1,1.5,2.2,10.1,2.07,7.1
40,2013-2014,Aron Baynes,C,27,27-30,SAS,53,4,9.3,1.3,3.1,0.436,0.0,0.0,0.0,1.3,3.1,0.436,0.436,0.4,0.4,0.905,1.1,1.7,2.7,0.6,0.0,0.1,0.7,1.5,3.0,0.86,2.4
41,2013-2014,Kent Bazemore,SG,24,23-26,TOT,67,15,13.6,2.2,5.1,0.429,0.6,1.9,0.336,1.6,3.2,0.484,0.491,1.0,1.6,0.606,0.1,1.6,1.7,1.4,0.6,0.2,1.2,1.5,6.0,1.17,3.7
41,2013-2014,Kent Bazemore,SG,24,23-26,GSW,44,0,6.1,0.8,2.2,0.371,0.2,0.9,0.256,0.6,1.3,0.448,0.423,0.4,0.8,0.528,0.1,0.8,0.9,0.5,0.3,0.1,0.6,1.0,2.3,0.83,0.7
41,2013-2014,Kent Bazemore,SG,24,23-26,LAL,23,15,28.0,4.8,10.7,0.451,1.4,3.9,0.371,3.4,6.8,0.497,0.518,2.0,3.2,0.644,0.2,3.1,3.3,3.1,1.3,0.3,2.2,2.6,13.1,1.41,9.2
42,2013-2014,Bradley Beal,SG,20,18-22,WAS,73,73,34.7,6.6,15.7,0.419,1.9,4.7,0.402,4.7,11.0,0.426,0.479,2.0,2.6,0.788,0.7,3.0,3.7,3.3,1.0,0.2,1.8,2.1,17.1,1.83,11.7
43,2013-2014,Michael Beasley,SF,25,23-26,MIA,55,2,15.1,3.2,6.5,0.499,0.4,1.0,0.389,2.8,5.5,0.518,0.528,1.1,1.4,0.772,0.6,2.6,3.1,0.8,0.4,0.4,1.0,1.7,7.9,0.8,6.3
44,2013-2014,Marco Belinelli,SF,27,27-30,SAS,80,25,25.2,4.2,8.7,0.485,1.6,3.7,0.43,2.6,5.0,0.525,0.576,1.4,1.6,0.847,0.2,2.6,2.8,2.2,0.6,0.1,1.2,1.6,11.4,1.83,9.6
45,2013-2014,Anthony Bennett,PF,20,18-22,CLE,52,0,12.8,1.5,4.3,0.356,0.3,1.0,0.245,1.3,3.3,0.39,0.384,0.8,1.3,0.638,0.9,2.0,3.0,0.3,0.4,0.2,0.9,1.8,4.2,0.33,2.1
46,2013-2014,Patrick Beverley,PG,25,23-26,HOU,56,55,31.3,3.6,8.6,0.414,1.6,4.6,0.361,1.9,4.0,0.473,0.509,1.5,1.8,0.814,1.3,2.2,3.5,2.7,1.4,0.4,1.2,3.1,10.2,2.25,8.6
47,2013-2014,Andris Biedriņš,C,27,27-30,UTA,6,0,7.5,0.2,0.2,1.0,0.0,0.0,0.0,0.2,0.2,1.0,1.0,0.2,1.0,0.167,0.3,2.5,2.8,0.0,0.0,0.0,0.3,1.0,0.5,0.0,1.2
48,2013-2014,Chauncey Billups,SG,37,35-38,DET,19,7,16.3,1.3,4.2,0.304,0.7,2.5,0.292,0.5,1.6,0.323,0.392,0.5,0.6,0.833,0.2,1.3,1.5,2.2,0.4,0.1,1.3,1.3,3.8,1.69,2.4
49,2013-2014,Bismack Biyombo,C,21,18-22,CHA,77,9,13.9,1.1,1.9,0.611,0.0,0.0,0.0,1.1,1.9,0.611,0.611,0.6,1.2,0.517,1.4,3.4,4.8,0.1,0.1,1.1,0.5,1.6,2.9,0.2,5.5
50,2013-2014,DeJuan Blair,PF,24,23-26,DAL,78,13,15.6,2.7,5.0,0.534,0.0,0.0,0.0,2.7,5.0,0.537,0.534,1.0,1.6,0.636,1.8,2.9,4.7,0.9,0.8,0.3,1.0,2.5,6.4,0.9,6.7
51,2013-2014,Steve Blake,PG,33,31-34,TOT,55,28,27.2,2.4,6.4,0.377,1.4,3.8,0.376,1.0,2.6,0.378,0.489,0.6,0.8,0.767,0.2,2.7,2.9,5.6,1.0,0.1,1.9,1.5,6.9,2.95,8.9
51,2013-2014,Steve Blake,PG,33,31-34,LAL,27,27,33.0,3.3,8.6,0.378,1.9,4.9,0.397,1.3,3.8,0.353,0.489,1.0,1.3,0.8,0.3,3.5,3.8,7.6,1.3,0.1,2.6,1.8,9.5,2.92,12.3
51,2013-2014,Steve Blake,PG,33,31-34,GSW,28,1,21.7,1.6,4.3,0.375,1.0,2.8,0.342,0.6,1.5,0.439,0.488,0.2,0.3,0.625,0.2,1.8,2.0,3.6,0.7,0.2,1.1,1.3,4.4,3.27,5.7
52,2013-2014,Andray Blatche,PF,27,27-30,BRK,73,7,22.2,4.4,9.2,0.476,0.2,0.7,0.278,4.2,8.5,0.494,0.487,2.2,3.0,0.742,1.6,3.7,5.3,1.5,1.0,0.5,1.5,2.3,11.2,1.0,10.1
53,2013-2014,Eric Bledsoe,PG,24,23-26,PHO,43,40,32.9,6.2,12.9,0.477,1.2,3.3,0.357,5.0,9.7,0.517,0.522,4.3,5.5,0.772,0.6,4.1,4.7,5.5,1.6,0.3,3.3,2.3,17.7,1.67,16.3
54,2013-2014,Vander Blue,SG,21,18-22,BOS,3,0,5.0,0.7,1.3,0.5,0.0,0.3,0.0,0.7,1.0,0.667,0.5,0.3,1.7,0.2,0.0,1.0,1.0,0.3,0.0,0.0,0.7,0.3,1.7,0.43,0.0
55,2013-2014,Keith Bogans,SG,33,31-34,BOS,6,0,9.2,0.5,1.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.75,0.5,0.5,1.0,0.0,0.5,0.5,0.5,0.2,0.0,0.2,0.3,2.0,2.5,2.2
56,2013-2014,Andrew Bogut,C,29,27-30,GSW,67,67,26.4,3.5,5.6,0.627,0.0,0.0,0.0,3.5,5.6,0.627,0.627,0.3,1.0,0.344,2.7,7.3,10.0,1.7,0.7,1.8,1.4,3.1,7.3,1.21,14.2
57,2013-2014,Matt Bonner,PF,33,31-34,SAS,61,0,11.3,1.2,2.7,0.445,0.7,1.6,0.429,0.5,1.1,0.47,0.573,0.1,0.2,0.75,0.3,1.9,2.1,0.5,0.2,0.2,0.3,0.8,3.2,1.67,3.5
58,2013-2014,Trevor Booker,PF,26,23-26,WAS,72,45,21.6,3.1,5.6,0.551,0.0,0.0,0.0,3.1,5.6,0.554,0.551,0.7,1.1,0.618,2.1,3.2,5.3,0.9,0.6,0.6,0.8,1.8,6.8,1.12,8.7
59,2013-2014,Carlos Boozer,PF,32,31-34,CHI,76,76,28.2,5.9,12.9,0.456,0.0,0.0,0.0,5.9,12.9,0.457,0.456,1.9,2.5,0.767,1.8,6.5,8.3,1.6,0.7,0.3,2.0,2.8,13.7,0.8,12.2
60,2013-2014,Chris Bosh,C,29,27-30,MIA,79,79,32.0,6.2,12.1,0.516,0.9,2.8,0.339,5.3,9.3,0.569,0.555,2.8,3.4,0.82,1.2,5.4,6.6,1.1,1.0,1.0,1.6,2.4,16.2,0.69,15.4
61,2013-2014,Avery Bradley,SG,23,23-26,BOS,60,58,30.9,6.0,13.8,0.438,1.3,3.3,0.395,4.7,10.4,0.451,0.485,1.5,1.9,0.804,0.8,3.0,3.8,1.4,1.1,0.2,1.6,2.4,14.9,0.87,9.2
62,2013-2014,Elton Brand,C,34,31-34,ATL,73,15,19.4,2.5,4.5,0.539,0.0,0.0,0.0,2.5,4.5,0.542,0.539,0.8,1.3,0.649,1.3,3.6,4.9,1.0,0.5,1.2,0.8,2.6,5.7,1.25,7.4
63,2013-2014,Corey Brewer,SF,27,27-30,MIN,81,81,32.2,4.8,10.0,0.481,0.7,2.6,0.28,4.1,7.4,0.552,0.517,2.0,2.8,0.718,0.8,1.8,2.6,1.7,1.9,0.4,1.3,2.6,12.3,1.31,9.0
64,2013-2014,Ronnie Brewer,SF,28,27-30,TOT,24,3,6.7,0.1,0.6,0.2,0.0,0.3,0.125,0.1,0.3,0.286,0.233,0.0,0.1,0.0,0.1,0.5,0.6,0.4,0.3,0.0,0.1,0.2,0.3,4.0,0.7
64,2013-2014,Ronnie Brewer,SF,28,27-30,HOU,23,3,6.9,0.1,0.7,0.2,0.0,0.3,0.125,0.1,0.3,0.286,0.233,0.0,0.1,0.0,0.1,0.5,0.6,0.4,0.3,0.0,0.1,0.2,0.3,4.0,0.6
64,2013-2014,Ronnie Brewer,SF,28,27-30,CHI,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
65,2013-2014,Aaron Brooks,PG,29,27-30,TOT,72,12,21.6,3.2,8.1,0.401,1.3,3.4,0.387,1.9,4.6,0.411,0.484,1.2,1.3,0.874,0.6,1.3,1.9,3.2,0.7,0.2,1.6,2.0,9.0,2.0,6.4
65,2013-2014,Aaron Brooks,PG,29,27-30,HOU,43,0,16.7,2.4,6.1,0.395,1.3,3.1,0.409,1.2,3.0,0.382,0.498,0.9,1.0,0.841,0.5,0.9,1.4,1.9,0.6,0.1,1.2,1.8,7.0,1.58,4.2
65,2013-2014,Aaron Brooks,PG,29,27-30,DEN,29,12,29.0,4.4,11.0,0.406,1.4,4.0,0.362,3.0,7.0,0.431,0.472,1.6,1.8,0.902,0.7,2.0,2.7,5.2,0.9,0.2,2.3,2.4,11.9,2.26,9.4
66,2013-2014,MarShon Brooks,SG,25,23-26,TOT,35,0,9.0,1.6,3.6,0.456,0.4,0.7,0.52,1.3,2.9,0.44,0.508,0.9,1.3,0.727,0.3,1.3,1.5,0.7,0.4,0.1,0.7,0.6,4.5,1.0,3.5
66,2013-2014,MarShon Brooks,SG,25,23-26,BOS,10,0,7.3,0.9,2.4,0.375,0.2,0.4,0.5,0.7,2.0,0.35,0.417,1.1,1.4,0.786,0.1,1.8,1.9,0.4,0.1,0.1,0.7,0.5,3.1,0.57,2.6
66,2013-2014,MarShon Brooks,SG,25,23-26,GSW,7,0,2.1,0.7,1.9,0.385,0.0,0.3,0.0,0.7,1.6,0.455,0.385,0.4,0.6,0.75,0.1,0.6,0.7,0.0,0.1,0.0,0.0,0.0,1.9,-1.0,1.3
66,2013-2014,MarShon Brooks,SG,25,23-26,LAL,18,0,12.7,2.4,4.9,0.489,0.6,1.1,0.579,1.8,3.8,0.464,0.551,1.0,1.4,0.692,0.4,1.2,1.7,1.2,0.7,0.2,0.9,0.9,6.4,1.33,5.5
67,2013-2014,Lorenzo Brown,PG,23,23-26,PHI,26,0,8.6,1.0,3.3,0.302,0.1,1.2,0.1,0.9,2.2,0.411,0.32,0.3,0.5,0.692,0.3,0.8,1.1,1.6,0.5,0.1,0.6,0.7,2.5,2.67,2.0
68,2013-2014,Shannon Brown,SG,28,27-30,TOT,29,1,8.7,0.8,2.3,0.364,0.0,0.1,0.0,0.8,2.2,0.375,0.364,0.5,0.7,0.714,0.2,0.7,1.0,0.3,0.4,0.0,0.6,0.8,2.2,0.5,0.8
68,2013-2014,Shannon Brown,SG,28,27-30,SAS,10,1,10.3,0.8,2.8,0.286,0.0,0.2,0.0,0.8,2.6,0.308,0.286,0.7,0.9,0.778,0.1,1.2,1.3,0.5,0.1,0.0,0.8,1.2,2.3,0.62,-0.0
68,2013-2014,Shannon Brown,SG,28,27-30,NYK,19,0,7.8,0.8,2.0,0.421,0.0,0.0,0.0,0.8,2.0,0.421,0.421,0.4,0.6,0.667,0.3,0.5,0.8,0.2,0.6,0.0,0.5,0.6,2.1,0.4,1.2
69,2013-2014,Kobe Bryant,SG,35,35-38,LAL,6,6,29.5,5.2,12.2,0.425,0.5,2.7,0.188,4.7,9.5,0.491,0.445,3.0,3.5,0.857,0.3,4.0,4.3,6.3,1.2,0.2,5.7,1.5,13.8,1.11,11.1
70,2013-2014,Chase Budinger,SF,25,23-26,MIN,41,8,18.3,2.4,6.2,0.394,1.0,2.9,0.35,1.4,3.3,0.433,0.476,0.8,1.0,0.821,0.5,2.0,2.5,0.8,0.5,0.0,0.6,1.4,6.7,1.33,4.5
71,2013-2014,Reggie Bullock,SF,22,18-22,LAC,43,0,9.2,1.0,2.8,0.355,0.5,1.7,0.301,0.5,1.1,0.438,0.446,0.2,0.2,0.778,0.3,1.0,1.3,0.3,0.2,0.0,0.3,0.6,2.7,1.0,1.8
72,2013-2014,Trey Burke,PG,21,18-22,UTA,70,68,32.3,4.9,12.8,0.38,1.6,4.8,0.33,3.3,8.0,0.41,0.442,1.5,1.6,0.903,0.5,2.4,3.0,5.7,0.6,0.1,1.9,2.1,12.8,3.0,10.2
73,2013-2014,Alec Burks,SG,22,18-22,UTA,78,12,28.1,4.9,10.7,0.457,0.6,1.8,0.35,4.2,8.8,0.48,0.487,3.6,4.8,0.748,0.8,2.5,3.3,2.7,0.9,0.2,1.9,2.4,14.0,1.42,9.8
74,2013-2014,Caron Butler,SF,33,31-34,TOT,56,13,25.3,3.8,9.6,0.394,1.8,4.4,0.394,2.1,5.2,0.395,0.485,1.1,1.3,0.84,0.4,3.7,4.1,1.5,0.8,0.3,1.1,2.1,10.5,1.36,8.0
