ranker,season,player,pos,age,age_group,team,g,gs,mp_per_g,fp_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,ast_tov_ratio,efficiency
1,1972-1973,Zaid Abdul-Aziz,C,26,23-26,HOU,48,,18.8,3.1,7.8,0.397,,,0.0,3.1,7.8,0.397,0.397,2.5,3.4,0.735,,,6.3,1.1,,,,2.3,8.7,-1.0,8.2
2,1972-1973,Kareem Abdul-Jabbar,C,25,23-26,MIL,76,,42.8,12.9,23.3,0.554,,,0.0,12.9,23.3,0.554,0.554,4.3,6.1,0.713,,,16.1,5.0,,,,2.7,30.2,-1.0,36.4
3,1972-1973,Don Adams,SF,25,23-26,TOT,74,,25.3,3.6,9.2,0.391,,,0.0,3.6,9.2,0.391,0.391,2.0,2.5,0.788,,,6.0,1.6,,,,3.1,9.1,-1.0,7.5
3,1972-1973,Don Adams,SF,25,23-26,ATL,4,,19.0,2.0,9.5,0.211,,,0.0,2.0,9.5,0.211,0.211,1.8,2.0,0.875,,,5.5,1.3,,,,2.8,5.8,-1.0,2.1
3,1972-1973,Don Adams,SF,25,23-26,DET,70,,25.7,3.7,9.1,0.402,,,0.0,3.7,9.1,0.402,0.402,2.0,2.5,0.784,,,6.0,1.6,,,,3.1,9.3,-1.0,7.9
4,1972-1973,Rick Adelman,PG,26,23-26,POR,76,,24.0,2.8,6.9,0.408,,,0.0,2.8,6.9,0.408,0.408,1.0,1.3,0.716,,,2.1,3.9,,,,2.0,6.6,-1.0,6.2
5,1972-1973,Lucius Allen,PG,25,23-26,MIL,80,,33.7,6.8,14.1,0.484,,,0.0,6.8,14.1,0.484,0.484,1.8,2.5,0.715,,,3.5,5.3,,,,2.4,15.5,-1.0,13.9
6,1972-1973,Tiny Archibald,PG,24,23-26,KCO,80,,46.0,12.9,26.3,0.488,,,0.0,12.9,26.3,0.488,0.488,8.3,9.8,0.847,,,2.8,11.4,,,,2.6,34.0,-1.0,30.7
7,1972-1973,Dennis Awtrey,C,24,23-26,TOT,82,,20.6,1.8,3.7,0.479,,,0.0,1.8,3.7,0.479,0.479,1.0,1.9,0.562,,,5.5,2.7,,,,2.9,4.6,-1.0,7.1
7,1972-1973,Dennis Awtrey,C,24,23-26,PHI,3,2.0,12.3,1.0,2.3,0.429,,,0.0,1.0,2.3,0.429,0.429,0.3,1.3,0.25,,,4.7,0.7,,,,2.7,2.3,-1.0,2.7
7,1972-1973,Dennis Awtrey,C,24,23-26,CHI,79,32.0,20.9,1.8,3.8,0.48,,,0.0,1.8,3.8,0.48,0.48,1.1,1.9,0.57,,,5.5,2.8,,,,2.9,4.7,-1.0,7.3
8,1972-1973,Dick Barnett,SG,36,35-38,NYK,51,4.0,10.1,1.7,4.4,0.389,,,0.0,1.7,4.4,0.389,0.389,0.3,0.6,0.533,,,0.8,1.0,,,,1.0,3.8,-1.0,1.6
9,1972-1973,Jim Barnett,PG,28,27-30,GSW,82,,27.0,4.8,10.3,0.467,,,0.0,4.8,10.3,0.467,0.467,2.2,2.6,0.843,,,3.1,3.7,,,,1.8,11.8,-1.0,10.9
10,1972-1973,Rick Barry,SF,28,27-30,GSW,82,,37.5,9.0,19.9,0.452,,,0.0,9.0,19.9,0.452,0.452,4.4,4.8,0.902,,,8.9,4.9,,,,3.0,22.3,-1.0,21.8
11,1972-1973,Butch Beard,PG,25,23-26,SEA,73,,19.2,2.6,6.0,0.439,,,0.0,2.6,6.0,0.439,0.439,1.4,1.9,0.714,,,2.4,3.4,,,,1.9,6.6,-1.0,6.6
12,1972-1973,Walt Bellamy,C,33,31-34,ATL,74,,37.9,6.1,12.2,0.505,,,0.0,6.1,12.2,0.505,0.505,3.8,7.1,0.538,,,13.0,2.4,,,,3.3,16.1,-1.0,18.8
13,1972-1973,Henry Bibby,PG,23,23-26,NYK,55,0.0,8.6,1.4,3.7,0.38,,,0.0,1.4,3.7,0.38,0.38,1.3,1.6,0.849,,,1.5,1.2,,,,1.2,4.2,-1.0,3.1
14,1972-1973,Dave Bing,PG,29,27-30,DET,82,,41.0,8.4,18.8,0.448,,,0.0,8.4,18.8,0.448,0.448,5.6,6.8,0.814,,,3.6,7.8,,,,2.8,22.4,-1.0,19.4
