ranker,season,player,pos,age,age_group,team,g,gs,mp_per_g,fp_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,ast_tov_ratio,efficiency
1,1962-1963,Al Attles,PG,26,23-26,SFW,71,,26.4,4.2,8.9,0.478,,,0.0,4.2,8.9,0.478,0.478,1.9,2.9,0.646,,,2.9,2.6,,,,3.6,10.4,-1.0,6.6
2,1962-1963,Dick Barnett,SG,26,23-26,LAL,80,,31.8,6.8,14.5,0.471,,,0.0,6.8,14.5,0.471,0.471,4.3,5.3,0.815,,,3.0,2.8,,,,2.4,18.0,-1.0,12.7
3,1962-1963,John Barnhill,SG,24,23-26,STL,77,,35.0,4.7,10.9,0.43,,,0.0,4.7,10.9,0.43,0.43,2.4,3.3,0.71,,,4.7,4.2,,,,2.2,11.7,-1.0,11.3
4,1962-1963,Elgin Baylor,SF,28,27-30,LAL,80,,42.1,12.9,28.4,0.453,,,0.0,12.9,28.4,0.453,0.453,8.3,9.9,0.837,,,14.3,4.8,,,,2.8,34.0,-1.0,33.2
5,1962-1963,Zelmo Beaty,C,23,23-26,STL,80,,24.0,3.7,8.5,0.439,,,0.0,3.7,8.5,0.439,0.439,2.8,3.8,0.717,,,8.3,1.1,,,,3.9,10.2,-1.0,9.9
6,1962-1963,Walt Bellamy,C,23,23-26,CHZ,80,,41.3,10.5,19.9,0.527,,,0.0,10.5,19.9,0.527,0.527,6.9,10.3,0.674,,,16.4,2.9,,,,3.5,27.9,-1.0,30.9
7,1962-1963,Al Bianchi,SG,30,27-30,SYR,61,,19.0,3.3,7.8,0.424,,,0.0,3.3,7.8,0.424,0.424,2.0,2.7,0.732,,,2.2,2.8,,,,2.7,8.6,-1.0,5.7
8,1962-1963,Bucky Bockhorn,SG,29,27-30,CIN,80,,32.7,4.7,11.9,0.393,,,0.0,4.7,11.9,0.393,0.393,2.3,3.0,0.756,,,4.0,3.3,,,,3.3,11.7,-1.0,7.8
9,1962-1963,Bob Boozer,PF,25,23-26,CIN,79,,31.5,5.6,12.6,0.444,,,0.0,5.6,12.6,0.444,0.444,3.2,4.5,0.714,,,11.1,1.3,,,,3.8,14.3,-1.0,14.6
10,1962-1963,Bill Bridges,PF,23,23-26,STL,27,,13.9,2.4,5.9,0.413,,,0.0,2.4,5.9,0.413,0.413,1.2,1.9,0.627,,,5.3,0.9,,,,2.1,6.1,-1.0,6.0
11,1962-1963,Joe Buckhalter,PF,25,23-26,CIN,2,,6.0,0.0,2.5,0.0,,,0.0,0.0,2.5,0.0,0.0,1.0,1.0,1.0,,,1.5,0.0,,,,0.5,1.0,-1.0,-0.5
12,1962-1963,Cleveland Buckner,PF,24,23-26,NYK,6,,4.5,0.8,1.7,0.5,,,0.0,0.8,1.7,0.5,0.5,0.3,0.7,0.5,,,0.7,0.8,,,,1.0,2.0,-1.0,1.2
13,1962-1963,Dave Budd,SF,24,23-26,NYK,78,,22.1,3.8,7.6,0.493,,,0.0,3.8,7.6,0.493,0.493,1.9,2.6,0.748,,,5.1,1.1,,,,2.6,9.5,-1.0,8.6
14,1962-1963,Donnie Butcher,SG,26,23-26,NYK,68,,17.5,2.5,6.2,0.406,,,0.0,2.5,6.2,0.406,0.406,1.9,2.9,0.675,,,2.6,2.0,,,,2.4,7.0,-1.0,4.5
15,1962-1963,Al Butler,PG,24,23-26,NYK,74,,20.1,4.0,9.1,0.439,,,0.0,4.0,9.1,0.439,0.439,1.9,2.5,0.77,,,2.3,2.1,,,,2.0,10.0,-1.0,6.7
