ranker,player,pos,age,team_id,g,gs,mp_per_g,fp_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g
1,Jay Arnette,G,27,CIN,3,,4.7,0.3,2.0,.167,,,,0.3,2.0,.167,.167,0.0,0.0,,,,0.0,0.0,,,,1.0,0.7
2,Al Attles*,PG,29,SFW,79,,26.0,4.6,9.2,.503,,,,4.6,9.2,.503,.503,1.9,3.2,.611,,,4.1,2.8,,,,3.4,11.2
3,Jim Barnes,PF,24,TOT,73,,30.0,4.8,11.2,.425,,,,4.8,11.2,.425,.425,2.9,4.2,.684,,,10.3,1.3,,,,3.9,12.4
3,Jim Barnes,PF,24,NYK,7,7,37.6,5.7,12.9,.444,,,,5.7,12.9,.444,.444,4.3,6.0,.714,,,10.3,1.3,,,,4.7,15.7
3,Jim Barnes,PF,24,BAL,66,,29.2,4.7,11.0,.423,,,,4.7,11.0,.423,.423,2.8,4.1,.679,,,10.3,1.3,,,,3.8,12.1
4,Dick Barnett*,SG,29,NYK,75,74,34.5,8.4,17.9,.469,,,,8.4,17.9,.469,.469,6.2,8.1,.772,,,4.1,3.5,,,,3.1,23.1
5,John Barnhill,PG,27,TOT,76,,21.3,3.2,8.0,.401,,,,3.2,8.0,.401,.401,1.5,2.4,.614,,,2.7,2.6,,,,1.8,7.9
5,John Barnhill,PG,27,STL,31,,22.3,3.4,7.8,.428,,,,3.4,7.8,.428,.428,1.7,2.8,.628,,,2.9,2.7,,,,1.9,8.5
5,John Barnhill,PG,27,DET,45,,20.6,3.1,8.1,.383,,,,3.1,8.1,.383,.383,1.3,2.2,.602,,,2.5,2.5,,,,1.7,7.5
6,Rick Barry*,SF,21,SFW,80,,37.4,9.3,21.2,.439,,,,9.3,21.2,.439,.439,7.1,8.3,.862,,,10.6,2.2,,,,3.7,25.7
7,Elgin Baylor*,SF,31,LAL,65,,30.4,6.4,15.9,.401,,,,6.4,15.9,.401,.401,3.8,5.2,.739,,,9.6,3.4,,,,2.4,16.6
8,Zelmo Beaty*,C,26,STL,80,,38.4,7.7,16.3,.473,,,,7.7,16.3,.473,.473,5.3,7.0,.758,,,13.6,1.6,,,,4.3,20.7
9,Walt Bellamy*,C,26,TOT,80,,41.9,8.7,17.2,.506,,,,8.7,17.2,.506,.506,5.4,8.6,.624,,,15.7,2.9,,,,3.7,22.8
9,Walt Bellamy*,C,26,BAL,8,,33.5,7.0,15.5,.452,,,,7.0,15.5,.452,.452,5.0,8.4,.597,,,12.8,2.3,,,,4.0,19.0
9,Walt Bellamy*,C,26,NYK,72,72,42.8,8.9,17.3,.512,,,,8.9,17.3,.512,.512,5.4,8.6,.627,,,16.0,3.0,,,,3.6,23.2
10,Al Bianchi,PG,33,PHI,78,,16.8,2.7,7.2,.382,,,,2.7,7.2,.382,.382,0.8,1.3,.673,,,1.7,1.7,,,,3.0,6.3
11,Ron Bonham,SG,23,BOS,39,,8.0,1.9,5.3,.367,,,,1.9,5.3,.367,.367,1.3,1.6,.852,,,0.9,0.3,,,,0.7,5.2
12,Bob Boozer,PF,28,LAL,78,,23.7,4.7,9.7,.484,,,,4.7,9.7,.484,.484,2.9,3.7,.779,,,7.0,1.1,,,,2.5,12.2
13,Gary Bradds,SF,23,BAL,3,,5.0,0.7,2.0,.333,,,,0.7,2.0,.333,.333,1.0,1.3,.750,,,2.7,0.3,,,,0.3,2.3
14,Jesse Branson,SF,24,PHI,5,,2.8,0.2,1.2,.167,,,,0.2,1.2,.167,.167,0.6,0.8,.750,,,1.8,0.2,,,,0.8,1.0
15,Bill Bridges,PF,26,STL,78,,34.3,4.8,11.9,.407,,,,4.8,11.9,.407,.407,3.3,4.7,.706,,,12.2,2.7,,,,4.3,13.0
16,Em Bryant,PG,27,NYK,71,4,16.8,3.0,6.3,.472,,,,3.0,6.3,.472,.472,1.0,1.4,.733,,,2.4,3.0,,,,3.0,7.0
17,Bill Buntin,C,23,DET,42,,17.0,2.8,7.1,.395,,,,2.8,7.1,.395,.395,2.1,3.4,.615,,,6.0,0.9,,,,2.8,7.7
18,Donnie Butcher,PG,29,DET,15,,19.0,3.0,6.4,.469,,,,3.0,6.4,.469,.469,1.2,2.3,.529,,,2.2,2.0,,,,2.7,7.2
19,Joe Caldwell,SF,24,TOT,79,,23.5,5.2,11.9,.438,,,,5.2,11.9,.438,.438,2.3,3.2,.705,,,5.5,1.6,,,,2.6,12.7
19,Joe Caldwell,SF,24,DET,33,,21.7,4.3,10.2,.423,,,,4.3,10.2,.423,.423,1.8,2.7,.682,,,5.8,2.0,,,,1.9,10.5
19,Joe Caldwell,SF,24,STL,46,,24.8,5.8,13.0,.447,,,,5.8,13.0,.447,.447,2.6,3.6,.717,,,5.3,1.3,,,,3.0,14.2
20,Wilt Chamberlain*,C,29,PHI,79,,47.3,13.6,25.2,.540,,,,13.6,25.2,.540,.540,6.3,12.4,.513,,,24.6,5.2,,,,2.2,33.5
21,Len Chappell,PF,25,NYK,46,3,11.8,2.2,5.2,.420,,,,2.2,5.2,.420,.420,1.0,1.7,.590,,,2.8,0.6,,,,1.4,5.3
22,Barry Clemens,SF,22,NYK,70,3,12.5,2.3,5.6,.412,,,,2.3,5.6,.412,.412,0.8,1.1,.692,,,2.6,1.0,,,,1.6,5.4
23,Mel Counts,C,24,BOS,67,,15.2,3.3,8.2,.403,,,,3.3,8.2,.403,.403,1.8,2.2,.828,,,6.4,0.7,,,,3.1,8.4
24,Billy Cunningham*,SF,22,PHI,80,,26.7,5.4,12.6,.426,,,,5.4,12.6,.426,.426,3.5,5.5,.634,,,7.5,2.6,,,,3.8,14.3
25,Dave DeBusschere*,SF,25,DET,79,,34.1,6.6,16.3,.408,,,,6.6,16.3,.408,.408,3.2,4.8,.659,,,11.6,2.6,,,,3.2,16.4
26,Connie Dierking,C,29,CIN,57,,13.7,2.4,5.6,.416,,,,2.4,5.6,.416,.416,0.9,1.4,.610,,,4.3,0.8,,,,2.0,5.6
27,Johnny Egan,PG,27,TOT,76,,21.6,3.4,7.6,.451,,,,3.4,7.6,.451,.451,2.3,3.0,.762,,,2.4,3.6,,,,2.2,9.1
27,Johnny Egan,PG,27,NYK,7,0,8.3,0.7,2.3,.313,,,,0.7,2.3,.313,.313,1.0,1.4,.700,,,0.3,2.0,,,,0.6,2.4
27,Johnny Egan,PG,27,BAL,69,,23.0,3.7,8.1,.455,,,,3.7,8.1,.455,.455,2.4,3.1,.765,,,2.6,3.8,,,,2.4,9.8
28,Leroy Ellis,C,25,LAL,80,,27.7,4.9,11.6,.424,,,,4.9,11.6,.424,.424,2.3,3.2,.727,,,9.2,0.9,,,,2.9,12.2
29,Wayne Embry*,C,28,CIN,80,,23.5,2.9,7.1,.411,,,,2.9,7.1,.411,.411,1.8,2.9,.603,,,6.6,1.0,,,,3.6,7.6
30,Keith Erickson,SF,21,SFW,64,,10.1,1.5,4.2,.356,,,,1.5,4.2,.356,.356,0.7,1.0,.662,,,2.5,0.6,,,,1.4,3.6
31,John Fairchild,SF,22,LAL,30,,5.7,0.8,3.0,.258,,,,0.8,3.0,.258,.258,0.5,0.7,.700,,,1.5,0.4,,,,1.1,2.0
32,Mike Farmer,SF,29,STL,9,,8.8,1.4,3.3,.433,,,,1.4,3.3,.433,.433,0.4,0.6,.800,,,2.0,0.7,,,,1.1,3.3
33,Bob Ferry,C,28,BAL,66,,18.6,2.8,6.9,.411,,,,2.8,6.9,.411,.411,1.6,2.4,.669,,,5.1,1.7,,,,2.0,7.3
34,Will Frazier,PF,23,SFW,2,,4.5,0.0,2.0,.000,,,,0.0,2.0,.000,.000,0.5,1.0,.500,,,2.5,0.5,,,,0.5,0.5
35,Dave Gambee,SF,28,PHI,72,,14.8,2.3,6.1,.384,,,,2.3,6.1,.384,.384,2.2,2.6,.850,,,3.8,1.0,,,,2.6,6.9
36,Tom Gola*,SG,33,NYK,74,1,15.2,1.6,3.7,.450,,,,1.6,3.7,.450,.450,1.1,1.4,.781,,,3.9,2.6,,,,2.8,4.4
37,Gail Goodrich*,SG,22,LAL,65,,15.5,3.1,7.7,.404,,,,3.1,7.7,.404,.404,1.6,2.3,.691,,,2.0,1.6,,,,1.6,7.8
38,Johnny Green,PF,32,TOT,79,,20.8,4.5,8.5,.536,,,,4.5,8.5,.536,.536,2.6,4.9,.521,,,8.2,1.4,,,,2.3,11.6
38,Johnny Green,PF,32,NYK,7,7,29.7,6.1,11.3,.544,,,,6.1,11.3,.544,.544,2.1,4.4,.484,,,10.6,1.6,,,,3.0,14.4
38,Johnny Green,PF,32,BAL,72,,20.0,4.4,8.2,.535,,,,4.4,8.2,.535,.535,2.6,5.0,.524,,,7.9,1.3,,,,2.3,11.3
39,Si Green,G-F,32,BOS,10,,9.2,1.2,3.1,.387,,,,1.2,3.1,.387,.387,0.8,1.6,.500,,,1.1,0.9,,,,1.6,3.2
40,Hal Greer*,SG,29,PHI,80,,41.6,8.8,19.8,.445,,,,8.8,19.8,.445,.445,5.2,6.4,.804,,,5.9,4.8,,,,3.9,22.7
41,Richie Guerin*,SG,33,STL,80,,29.5,5.2,12.5,.415,,,,5.2,12.5,.415,.415,4.5,5.6,.812,,,3.9,4.9,,,,3.2,14.9
42,Cliff Hagan*,SF,34,STL,74,,25.0,5.7,12.7,.445,,,,5.7,12.7,.445,.445,2.4,2.8,.854,,,3.2,2.2,,,,2.4,13.7
43,Happy Hairston,PF,23,CIN,72,,24.9,5.5,11.3,.489,,,,5.5,11.3,.489,.489,3.1,4.5,.685,,,7.6,0.6,,,,3.0,14.1
44,John Havlicek*,SF,25,BOS,71,,30.6,7.5,18.7,.399,,,,7.5,18.7,.399,.399,3.9,4.9,.785,,,6.0,3.0,,,,2.2,18.8
45,Tom Hawkins,SF,29,CIN,79,,26.9,3.5,7.6,.452,,,,3.5,7.6,.452,.452,1.5,2.6,.555,,,7.3,1.3,,,,3.5,8.4
46,Walt Hazzard,SG,23,LAL,80,,27.5,5.7,12.5,.457,,,,5.7,12.5,.457,.457,2.3,3.2,.708,,,2.7,4.9,,,,2.8,13.7
47,Fred Hetzel,SF,23,SFW,56,,12.9,2.9,7.2,.399,,,,2.9,7.2,.399,.399,1.1,1.6,.685,,,5.2,0.5,,,,2.2,6.8
48,Art Heyman,F-G,24,TOT,17,,7.1,1.1,3.1,.346,,,,1.1,3.1,.346,.346,0.8,1.3,.636,,,1.0,0.6,,,,1.4,2.9
48,Art Heyman,F-G,24,CIN,11,,9.1,1.4,3.9,.349,,,,1.4,3.9,.349,.349,0.9,1.5,.588,,,1.2,0.6,,,,1.7,3.6
48,Art Heyman,F-G,24,PHI,6,,3.3,0.5,1.5,.333,,,,0.5,1.5,.333,.333,0.7,0.8,.800,,,0.7,0.7,,,,0.7,1.7
49,Wayne Hightower,PF,26,BAL,24,,19.2,2.6,7.8,.339,,,,2.6,7.8,.339,.339,2.4,3.3,.731,,,5.5,1.5,,,,2.5,7.6
50,Bailey Howell*,PF,29,BAL,78,,29.8,6.2,12.6,.488,,,,6.2,12.6,.488,.488,5.2,7.1,.730,,,9.9,2.0,,,,3.9,17.5
51,Darrall Imhoff,C,27,LAL,77,,18.4,2.0,4.4,.448,,,,2.0,4.4,.448,.448,1.0,1.8,.566,,,6.6,1.5,,,,3.0,4.9
52,Luke Jackson,PF,24,PHI,79,,24.9,3.1,7.8,.401,,,,3.1,7.8,.401,.401,2.0,2.7,.738,,,8.6,1.7,,,,2.7,8.2
53,Gus Johnson*,SF,27,BAL,41,,31.3,6.7,16.1,.413,,,,6.7,16.1,.413,.413,3.2,4.3,.736,,,13.3,2.8,,,,3.3,16.5
54,K.C. Jones*,PG,33,BOS,80,,33.9,3.0,7.7,.388,,,,3.0,7.7,.388,.388,2.6,3.8,.690,,,3.8,6.3,,,,3.0,8.6
55,Sam Jones*,SG,32,BOS,67,,32.2,9.3,19.9,.469,,,,9.3,19.9,.469,.469,4.9,6.1,.799,,,5.2,3.2,,,,2.5,23.5
56,Wali Jones,PG,23,PHI,80,,27.5,3.7,10.0,.370,,,,3.7,10.0,.370,.370,1.6,2.2,.744,,,2.1,3.4,,,,3.1,9.0
57,Red Kerr,C,33,BAL,71,,24.9,4.0,9.7,.413,,,,4.0,9.7,.413,.413,2.9,3.8,.768,,,8.3,3.2,,,,2.1,11.0
58,Jim King,PG,24,LAL,76,,19.7,3.1,7.2,.437,,,,3.1,7.2,.437,.437,1.2,1.5,.817,,,2.7,2.9,,,,2.4,7.5
59,Don Kojis,SF,27,DET,60,,13.1,3.0,7.3,.415,,,,3.0,7.3,.415,.415,1.3,2.4,.539,,,4.3,0.7,,,,1.6,7.3
60,Howard Komives,PG,24,NYK,80,79,32.7,5.5,14.0,.391,,,,5.5,14.0,.391,.391,3.0,3.5,.861,,,3.5,5.3,,,,3.5,13.9
61,Rudy LaRusso,PF,28,LAL,76,,30.5,5.4,11.8,.457,,,,5.4,11.8,.457,.457,4.6,5.9,.787,,,8.7,2.2,,,,3.4,15.4
62,Kevin Loughery,SG,25,BAL,74,,33.2,7.1,17.1,.416,,,,7.1,17.1,.416,.416,4.0,4.8,.830,,,3.1,4.8,,,,3.7,18.2
63,Jerry Lucas*,PF,25,CIN,79,,44.5,8.7,19.3,.453,,,,8.7,19.3,.453,.453,4.0,5.1,.787,,,21.1,2.7,,,,3.5,21.5
64,Jon McGlocklin,SG,22,CIN,72,,11.8,2.1,5.0,.421,,,,2.1,5.0,.421,.421,0.9,1.1,.785,,,1.8,1.2,,,,1.1,5.1
65,McCoy McLemore,SF,23,SFW,80,,18.3,2.8,6.6,.426,,,,2.8,6.6,.426,.426,1.8,2.4,.743,,,6.1,0.7,,,,2.5,7.4
66,Thales McReynolds,G,22,BAL,5,,5.6,0.2,2.4,.083,,,,0.2,2.4,.083,.083,0.2,0.4,.500,,,1.2,0.2,,,,0.0,0.6
67,Tom Meschery,PF,27,SFW,80,,29.8,5.0,11.2,.448,,,,5.0,11.2,.448,.448,2.8,3.7,.765,,,9.0,1.0,,,,3.6,12.8
68,Eddie Miles,PG,25,DET,80,,34.9,7.9,17.7,.447,,,,7.9,17.7,.447,.447,3.7,5.0,.741,,,3.8,2.8,,,,2.5,19.6
69,Jeff Mullins,SG,23,STL,44,,13.3,2.6,6.7,.382,,,,2.6,6.7,.382,.382,0.7,0.8,.806,,,1.6,1.5,,,,1.5,5.8
70,Willie Naulls,SF,31,BOS,71,,20.2,4.6,11.5,.402,,,,4.6,11.5,.402,.402,1.5,1.8,.794,,,4.5,1.0,,,,2.8,10.7
71,Don Nelson*,SF,25,BOS,75,,23.5,3.6,8.2,.439,,,,3.6,8.2,.439,.439,3.0,4.3,.684,,,5.4,1.1,,,,2.5,10.2
72,Paul Neumann,PG,28,SFW,66,,26.2,5.2,12.4,.420,,,,5.2,12.4,.420,.420,4.0,4.8,.836,,,3.2,2.8,,,,2.6,14.4
73,Don Ohl,PG,29,BAL,73,,36.2,8.1,18.3,.445,,,,8.1,18.3,.445,.445,4.3,5.9,.735,,,3.8,4.0,,,,2.8,20.6
74,Bud Olsen,PF,25,TOT,59,,10.2,1.4,3.3,.420,,,,1.4,3.3,.420,.420,0.7,1.5,.443,,,3.3,0.3,,,,1.4,3.4
74,Bud Olsen,PF,25,CIN,4,,9.0,0.8,2.0,.375,,,,0.8,2.0,.375,.375,0.3,0.8,.333,,,3.3,0.5,,,,1.0,1.8
74,Bud Olsen,PF,25,SFW,55,,10.3,1.4,3.4,.422,,,,1.4,3.4,.422,.422,0.7,1.5,.447,,,3.3,0.3,,,,1.4,3.5
75,Gary Phillips,SG,26,SFW,67,,12.9,1.6,4.5,.350,,,,1.6,4.5,.350,.350,0.8,1.3,.621,,,2.0,1.7,,,,1.4,4.0
76,Ron Reed,PF,23,DET,57,,17.5,3.3,9.2,.355,,,,3.3,9.2,.355,.355,0.9,1.8,.540,,,5.9,1.6,,,,2.3,7.5
77,Willis Reed*,PF,23,NYK,76,71,33.4,5.8,13.3,.434,,,,5.8,13.3,.434,.434,4.0,5.3,.757,,,11.6,1.2,,,,4.3,15.5
78,Oscar Robertson*,PG,27,CIN,76,,46.0,10.8,22.7,.475,,,,10.8,22.7,.475,.475,9.8,11.6,.842,,,7.7,11.1,,,,3.0,31.3
79,Guy Rodgers*,SG,30,SFW,79,,36.7,7.4,19.9,.373,,,,7.4,19.9,.373,.373,3.7,5.2,.727,,,5.3,10.7,,,,3.1,18.6
80,Bill Russell*,C,31,BOS,78,,43.4,5.0,12.1,.415,,,,5.0,12.1,.415,.415,2.9,5.2,.551,,,22.8,4.8,,,,2.8,12.9
81,Tom Sanders*,PF,27,BOS,72,,26.3,4.8,11.3,.428,,,,4.8,11.3,.428,.428,2.9,3.8,.764,,,7.1,1.3,,,,4.4,12.6
82,Woody Sauldsberry,PF,31,BOS,39,,13.6,2.1,6.4,.321,,,,2.1,6.4,.321,.321,0.3,0.6,.500,,,3.6,0.4,,,,2.4,4.4
83,Ray Scott,PF,27,DET,79,,33.6,6.9,16.6,.416,,,,6.9,16.6,.416,.416,4.1,5.5,.743,,,9.6,3.0,,,,2.6,17.9
84,Larry Siegfried,PG,26,BOS,71,,23.6,4.9,11.6,.423,,,,4.9,11.6,.423,.423,3.9,4.4,.881,,,2.8,2.3,,,,2.2,13.7
85,Paul Silas,PF,22,STL,46,,12.7,1.5,3.8,.405,,,,1.5,3.8,.405,.405,0.8,1.3,.574,,,5.1,0.5,,,,1.6,3.8
86,Jerry Sloan*,SG,23,BAL,59,,16.1,2.0,4.9,.415,,,,2.0,4.9,.415,.415,1.7,2.4,.705,,,3.9,1.9,,,,3.0,5.7
87,Adrian Smith,SG,29,CIN,80,,37.3,6.6,16.4,.405,,,,6.6,16.4,.405,.405,5.1,6.0,.850,,,3.6,3.2,,,,3.5,18.4
88,Willie Somerset,PG,23,BAL,8,,12.3,2.3,5.4,.419,,,,2.3,5.4,.419,.419,1.1,1.4,.818,,,1.9,1.1,,,,2.6,5.6
89,Dave Stallworth,SF,24,NYK,80,10,23.7,4.7,10.3,.455,,,,4.7,10.3,.455,.455,3.2,4.7,.686,,,6.2,2.3,,,,3.0,12.6
90,Joe Strawder,C,25,DET,79,,27.6,3.2,7.8,.408,,,,3.2,7.8,.408,.408,2.2,3.2,.688,,,10.4,1.0,,,,3.9,8.6
91,Tom Thacker,PG,26,CIN,50,,9.6,1.7,4.1,.406,,,,1.7,4.1,.406,.406,0.3,0.8,.395,,,2.4,1.2,,,,1.7,3.7
