ranker,player,pos,age,team_id,g,gs,mp_per_g,fp_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g
1,Jay Arnette,PG,25,CIN,48,,10.4,1.5,4.1,.362,,,,1.5,4.1,.362,.362,0.9,1.1,.778,,,1.1,1.5,,,,2.2,3.8
2,Al Attles*,PG,27,SFW,70,,26.9,4.1,9.1,.452,,,,4.1,9.1,.452,.452,2.6,3.9,.673,,,3.4,2.8,,,,3.6,10.9
3,Dick Barnett*,SG,27,LAL,78,,33.6,6.9,15.3,.452,,,,6.9,15.3,.452,.452,4.5,5.8,.773,,,3.2,3.1,,,,3.0,18.4
4,John Barnhill,SG,25,STL,74,,18.5,2.8,6.8,.412,,,,2.8,6.8,.412,.412,0.9,1.6,.609,,,2.1,2.0,,,,1.4,6.6
5,Elgin Baylor*,SF,29,LAL,78,,40.6,9.7,22.8,.425,,,,9.7,22.8,.425,.425,6.0,7.5,.804,,,12.0,4.4,,,,3.0,25.4
6,Zelmo Beaty*,C,24,STL,59,,32.6,4.9,11.0,.444,,,,4.9,11.0,.444,.444,3.4,4.6,.741,,,10.7,1.3,,,,4.4,13.1
7,Walt Bellamy*,C,24,BAL,80,,42.4,10.1,19.8,.513,,,,10.1,19.8,.513,.513,6.7,10.3,.651,,,17.0,1.6,,,,3.8,27.0
8,Al Bianchi,PG,31,PHI,78,,18.4,3.3,8.8,.376,,,,3.3,8.8,.376,.376,1.4,1.8,.773,,,1.9,1.9,,,,3.2,8.0
9,Bucky Bockhorn,SG,30,CIN,70,,23.9,3.5,8.4,.412,,,,3.5,8.4,.412,.412,1.4,1.8,.762,,,2.9,2.5,,,,3.2,8.3
10,Bob Boozer,SF,26,TOT,81,,29.4,5.8,13.5,.427,,,,5.8,13.5,.427,.427,3.4,4.6,.723,,,7.4,1.2,,,,2.9,14.9
10,Bob Boozer,SF,26,CIN,32,,22.7,4.3,10.4,.416,,,,4.3,10.4,.416,.416,2.3,3.7,.622,,,5.6,1.0,,,,2.6,11.0
10,Bob Boozer,SF,26,NYK,49,,33.7,6.7,15.6,.432,,,,6.7,15.6,.432,.432,4.0,5.2,.770,,,8.5,1.3,,,,3.0,17.5
11,Bill Bridges,PF,24,STL,80,,24.4,3.4,8.4,.397,,,,3.4,8.4,.397,.397,1.8,2.8,.652,,,8.5,2.3,,,,3.4,8.5
12,Dave Budd,SF,25,NYK,73,,14.1,1.8,4.1,.431,,,,1.8,4.1,.431,.431,1.2,1.6,.730,,,3.8,0.8,,,,1.8,4.7
13,Donnie Butcher,PG,27,TOT,78,,25.3,2.6,6.5,.398,,,,2.6,6.5,.398,.398,2.0,3.3,.621,,,4.2,3.1,,,,3.2,7.2
13,Donnie Butcher,G,27,NYK,26,,16.1,1.4,4.4,.322,,,,1.4,4.4,.322,.322,1.6,2.5,.636,,,2.6,2.5,,,,2.0,4.5
13,Donnie Butcher,PG,27,DET,52,,29.9,3.2,7.5,.421,,,,3.2,7.5,.421,.421,2.3,3.7,.616,,,5.0,3.4,,,,3.8,8.6
14,Al Butler,PG,25,NYK,76,,18.1,3.4,8.1,.422,,,,3.4,8.1,.422,.422,1.8,2.5,.738,,,2.2,2.1,,,,2.2,8.7
15,Barney Cable,SF,28,BAL,71,,15.8,1.6,4.1,.400,,,,1.6,4.1,.400,.400,0.4,0.6,.667,,,4.2,0.7,,,,2.3,3.7
16,Wilt Chamberlain*,C,27,SFW,80,,46.1,15.1,28.7,.524,,,,15.1,28.7,.524,.524,6.8,12.7,.531,,,22.3,5.0,,,,2.3,36.9
17,Len Chappell,PF,23,TOT,79,,31.7,6.7,15.0,.448,,,,6.7,15.0,.448,.448,3.6,5.1,.715,,,9.8,1.1,,,,2.7,17.1
17,Len Chappell,F-C,23,PHI,1,,16.0,0.0,2.0,.000,,,,0.0,2.0,.000,.000,1.0,2.0,.500,,,4.0,0.0,,,,2.0,1.0
17,Len Chappell,PF,23,NYK,78,,31.9,6.8,15.2,.449,,,,6.8,15.2,.449,.449,3.7,5.1,.716,,,9.8,1.1,,,,2.7,17.3
18,Larry Comley,G,24,BAL,12,,7.4,0.7,3.1,.216,,,,0.7,3.1,.216,.216,0.8,1.3,.563,,,1.6,1.0,,,,0.9,2.1
19,Gene Conley,PF,33,NYK,46,,12.0,1.6,4.1,.392,,,,1.6,4.1,.392,.392,1.0,1.4,.677,,,3.4,0.5,,,,2.7,4.2
20,Larry Costello*,PG,32,PHI,45,,25.3,4.2,9.1,.468,,,,4.2,9.1,.468,.468,3.3,3.8,.865,,,2.3,3.7,,,,3.3,11.8
21,Dave DeBusschere*,SF,23,DET,15,,20.3,3.5,8.9,.391,,,,3.5,8.9,.391,.391,1.7,2.9,.581,,,7.0,1.5,,,,2.1,8.6
22,Connie Dierking,C,27,PHI,76,,16.9,2.5,6.8,.372,,,,2.5,6.8,.372,.372,1.5,2.2,.675,,,5.6,0.7,,,,2.9,6.5
23,Terry Dischinger,SF,23,BAL,80,,35.2,7.6,15.2,.496,,,,7.6,15.2,.496,.496,5.7,7.3,.776,,,8.3,2.0,,,,4.0,20.8
24,Bob Duffy,PG,23,TOT,48,,13.8,2.0,4.8,.410,,,,2.0,4.8,.410,.410,0.9,1.4,.677,,,1.3,1.6,,,,1.0,4.8
24,Bob Duffy,PG,23,STL,2,,3.0,0.5,1.5,.333,,,,0.5,1.5,.333,.333,0.0,0.5,.000,,,0.5,0.0,,,,0.0,1.0
24,Bob Duffy,PG,23,NYK,4,,12.5,1.3,4.8,.263,,,,1.3,4.8,.263,.263,1.5,2.0,.750,,,1.5,1.3,,,,0.0,4.0
24,Bob Duffy,PG,23,DET,42,,14.4,2.1,4.9,.425,,,,2.1,4.9,.425,.425,0.9,1.3,.679,,,1.3,1.8,,,,1.1,5.1
25,Johnny Egan,PG,25,TOT,66,,35.2,5.1,11.5,.441,,,,5.1,11.5,.441,.441,2.9,3.7,.794,,,2.9,5.4,,,,2.7,13.0
25,Johnny Egan,PG,25,DET,24,,34.9,4.4,10.7,.410,,,,4.4,10.7,.410,.410,2.4,2.8,.838,,,2.6,4.8,,,,3.2,11.1
25,Johnny Egan,PG,25,NYK,42,,35.4,5.5,12.0,.456,,,,5.5,12.0,.456,.456,3.2,4.2,.777,,,3.1,5.8,,,,2.5,14.1
26,Leroy Ellis,C,23,LAL,78,,18.7,2.6,6.1,.423,,,,2.6,6.1,.423,.423,1.4,2.2,.659,,,6.4,0.5,,,,2.5,6.6
27,Wayne Embry*,C,26,CIN,80,,36.4,7.0,15.2,.458,,,,7.0,15.2,.458,.458,3.4,5.2,.650,,,11.6,1.4,,,,4.1,17.3
28,Mike Farmer,SF,27,STL,76,,17.9,2.3,5.8,.406,,,,2.3,5.8,.406,.406,0.9,1.1,.819,,,3.0,1.4,,,,1.8,5.6
29,Bob Ferry,C,26,DET,74,,20.6,4.0,9.1,.445,,,,4.0,9.1,.445,.445,2.5,3.8,.667,,,5.8,1.3,,,,2.4,10.6
30,Dave Gambee,SF,26,PHI,41,,22.6,3.6,9.2,.394,,,,3.6,9.2,.394,.394,3.7,4.5,.816,,,6.2,0.9,,,,3.9,11.0
31,Mel Gibson,G,23,LAL,9,,5.9,0.7,2.2,.300,,,,0.7,2.2,.300,.300,0.1,0.2,.500,,,0.4,0.7,,,,1.1,1.4
32,Tom Gola*,SG,31,NYK,74,,29.1,3.5,8.1,.429,,,,3.5,8.1,.429,.429,2.1,2.9,.726,,,6.3,3.5,,,,3.8,9.1
33,Johnny Green,PF,30,NYK,80,,26.7,6.0,12.8,.470,,,,6.0,12.8,.470,.470,2.4,4.9,.497,,,10.0,2.0,,,,3.1,14.5
34,Si Green,PG,30,BAL,75,,27.5,3.8,9.2,.415,,,,3.8,9.2,.415,.415,2.6,3.9,.683,,,3.8,2.9,,,,3.0,10.3
35,Jerry Greenspan,SG,22,PHI,20,,14.0,1.6,4.5,.356,,,,1.6,4.5,.356,.356,1.7,2.5,.680,,,3.6,0.6,,,,2.7,4.9
36,Hal Greer*,SG,27,PHI,80,,39.5,8.9,20.1,.444,,,,8.9,20.1,.444,.444,5.4,6.6,.829,,,6.1,4.7,,,,3.6,23.3
37,Richie Guerin*,SG,31,TOT,80,,29.6,4.4,10.6,.415,,,,4.4,10.6,.415,.415,4.3,5.3,.818,,,3.2,4.7,,,,3.5,13.1
