ranker,player,pos,age,team_id,g,gs,mp_per_g,fp_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g
1,Bud Acton,SF,26,SDR,23,,8.5,1.3,3.2,.392,,,,1.3,3.2,.392,.392,0.8,1.3,.655,,,2.0,0.5,,,,1.5,3.3
2,Henry Akin,C,23,SEA,36,,7.2,1.3,3.8,.336,,,,1.3,3.8,.336,.336,0.6,0.9,.645,,,1.6,0.4,,,,1.3,3.1
3,Cliff Anderson,SG,23,LAL,18,,5.2,0.4,1.6,.241,,,,0.4,1.6,.241,.241,0.7,1.6,.429,,,0.6,0.9,,,,1.0,1.4
4,Al Attles*,PG,31,SFW,67,,29.7,3.8,8.1,.467,,,,3.8,8.1,.467,.467,2.2,3.2,.694,,,4.1,5.8,,,,4.2,9.8
5,Jim Barnes,PF,26,TOT,79,,18.0,2.8,6.3,.443,,,,2.8,6.3,.443,.443,1.7,2.4,.696,,,5.3,0.7,,,,3.3,7.3
5,Jim Barnes,PF,26,LAL,42,,17.0,2.4,5.6,.430,,,,2.4,5.6,.430,.430,1.4,2.1,.670,,,5.0,0.6,,,,3.2,6.2
5,Jim Barnes,PF,26,CHI,37,,19.2,3.2,7.1,.455,,,,3.2,7.1,.455,.455,2.0,2.8,.718,,,5.5,0.8,,,,3.5,8.5
6,Dick Barnett*,SG,31,NYK,81,81,30.7,6.9,14.3,.482,,,,6.9,14.3,.482,.482,4.2,5.4,.780,,,2.9,3.0,,,,2.7,18.0
7,Jim Barnett,SG,23,SDR,47,,22.7,3.8,9.7,.393,,,,3.8,9.7,.393,.393,1.8,2.5,.712,,,3.3,2.9,,,,2.1,9.4
8,John Barnhill,PG,29,SDR,75,,25.1,3.9,9.3,.421,,,,3.9,9.3,.421,.421,2.1,3.1,.658,,,2.3,3.5,,,,1.9,9.9
9,Elgin Baylor*,SF,33,LAL,77,,39.3,9.8,22.2,.443,,,,9.8,22.2,.443,.443,6.3,8.1,.786,,,12.2,4.6,,,,3.0,26.0
10,Zelmo Beaty*,C,28,STL,82,,37.4,7.8,16.0,.488,,,,7.8,16.0,.488,.488,5.5,7.0,.794,,,11.7,2.1,,,,3.6,21.1
11,Walt Bellamy*,C,28,NYK,82,64,32.9,6.2,11.5,.541,,,,6.2,11.5,.541,.541,4.3,6.5,.662,,,11.7,2.0,,,,3.2,16.7
